sample_id,time_step,target,returns,sentiment_mean,sentiment_vol,Close,Volume,Open,High,Low
0,0,,-0.009224682080233304,0.003211150013143612,0.016964406146172985,49.91457748413086,565747000.0,50.096469472210146,50.48723796925796,49.19300270316688
0,1,,-0.024587523530152144,-0.003758583649041284,0.02403281099326384,48.68730163574219,899420000.0,49.82263401876184,50.305347385214155,47.66190506313219
0,2,,-0.019295414807267597,-0.017702540139217682,0.007804304045520157,47.747859954833984,294645000.0,48.44145141892708,48.89218598438888,47.71687617098167
0,3,,0.009753839135594689,-0.011376366400608351,0.01848961311616192,48.213584899902344,395662000.0,47.77184390637924,48.50141346161061,47.62393227136599
0,4,,-0.008726944793147395,-0.006089506821606768,0.014703123748017573,47.79282760620117,401491000.0,48.20758404305151,48.2945345904846,47.44503304136884
0,5,,0.006670815572973332,0.0025659033051402083,0.009900634939243456,48.11164474487305,382005000.0,48.35050619942494,48.73328003145955,47.83181088593398
0,6,,-0.02845868267489704,-0.010171603965023701,0.017609250179350246,46.74245071411133,526247000.0,47.99570985279465,48.08166154319405,46.3946561295748
0,7,,-0.00010691038534826891,-0.007298259162423992,0.018636175431454367,46.73745346069336,369317000.0,46.49759696256461,47.172198605670886,46.15979480379712
0,8,,-0.02683631486042659,-0.018467302640223966,0.015921244365502085,45.483192443847656,437543000.0,46.04985981674189,46.04985981674189,44.98348694921652
0,9,,0.02329376827223295,-0.0012164856578473031,0.02508345424150839,46.542667388916016,371718000.0,45.44321631785002,46.57664693505586,45.24831433854384
0,10,,-0.022828023648456153,-0.008790190078883264,0.027857707860071867,45.48019027709961,380590000.0,47.19133394813323,47.363248618844615,45.38923628677336
0,11,,0.02402049795682215,0.00816208086019965,0.026840677470989303,46.57264709472656,350823000.0,45.67709625491712,46.605631500937335,45.58114369836872
0,12,,0.01952953376024058,0.00690733602286886,0.025849292078140965,47.4821891784668,359224000.0,46.57164649877913,47.71707199991906,46.526667071393376
0,13,0.009043917405150426,-0.0185029192577173,0.008349037486448477,0.023362638455376936,46.60363006591797,509728000.0,47.46719926720655,47.50717632201845,45.80703244000096
1,0,,-0.024587523530152144,-0.003758583649041284,0.02403281099326384,48.68730163574219,899420000.0,49.82263401876184,50.305347385214155,47.66190506313219
1,1,,-0.019295414807267597,-0.017702540139217682,0.007804304045520157,47.747859954833984,294645000.0,48.44145141892708,48.89218598438888,47.71687617098167
1,2,,0.009753839135594689,-0.011376366400608351,0.01848961311616192,48.213584899902344,395662000.0,47.77184390637924,48.50141346161061,47.62393227136599
1,3,,-0.008726944793147395,-0.006089506821606768,0.014703123748017573,47.79282760620117,401491000.0,48.20758404305151,48.2945345904846,47.44503304136884
1,4,,0.006670815572973332,0.0025659033051402083,0.009900634939243456,48.11164474487305,382005000.0,48.35050619942494,48.73328003145955,47.83181088593398
1,5,,-0.02845868267489704,-0.010171603965023701,0.017609250179350246,46.74245071411133,526247000.0,47.99570985279465,48.08166154319405,46.3946561295748
1,6,,-0.00010691038534826891,-0.007298259162423992,0.018636175431454367,46.73745346069336,369317000.0,46.49759696256461,47.172198605670886,46.15979480379712
1,7,,-0.02683631486042659,-0.018467302640223966,0.015921244365502085,45.483192443847656,437543000.0,46.04985981674189,46.04985981674189,44.98348694921652
