Date,Close,High,Low,Open,Volume,returns,sma_5,sma_20,rsi,volume_z,USD_KRW,NASDAQ,VIX,sentiment_mean,sentiment_vol
2023-11-21,49.91457748413086,50.48723796925796,49.19300270316688,50.096469472210146,565747000,-0.009224682080233304,49.57458267211914,45.735144424438474,86.45786392857508,1.592362562381048,1288.1500244140625,14199.98046875,13.350000381469727,0.003211150013143612,0.016964406146172985
2023-11-22,48.68730163574219,50.305347385214155,47.66190506313219,49.82263401876184,899420000,-0.024587523530152144,49.54020233154297,46.081789588928224,74.81885364257127,3.7458852510217966,1295.18994140625,14265.8603515625,12.850000381469727,-0.003758583649041284,0.02403281099326384
2023-11-24,47.747859954833984,48.89218598438888,47.71687617098167,48.44145141892708,294645000,-0.019295414807267597,49.19960250854492,46.454070281982425,63.94275826654383,-0.1573274273270921,1300.1800537109375,14250.849609375,12.460000038146973,-0.017702540139217682,0.007804304045520157
2023-11-27,48.213584899902344,48.50141346161061,47.62393227136599,47.77184390637924,395662000,0.009753839135594689,48.98852691650391,46.8409423828125,62.897299510048065,0.49463542683977935,1289.7900390625,14241.01953125,12.6899995803833,-0.011376366400608351,0.01848961311616192
2023-11-28,47.79282760620117,48.2945345904846,47.44503304136884,48.20758404305151,401491000,-0.008726944793147395,48.47123031616211,47.17374591827392,59.448936819215795,0.5322557429938791,1302.530029296875,14281.759765625,12.6899995803833,-0.006089506821606768,0.014703123748017573
2023-11-29,48.11164474487305,48.73328003145955,47.83181088593398,48.35050619942494,382005000,0.006670815572973332,48.110643768310545,47.54152908325195,58.17829210595466,0.40649326562575633,1287.530029296875,14258.490234375,12.979999542236328,0.0025659033051402083,0.009900634939243456
2023-11-30,46.74245071411133,48.08166154319405,46.3946561295748,47.99570985279465,526247000,-0.02845868267489704,47.721673583984376,47.76364803314209,49.14834754383198,1.3374299001599226,1288.3599853515625,14226.2197265625,12.920000076293945,-0.010171603965023701,0.017609250179350246
2023-12-01,46.73745346069336,47.172198605670886,46.15979480379712,46.49759696256461,369317000,-0.00010691038534826891,47.51959228515625,47.9265022277832,41.4561898795096,0.3246050221254617,1296.6600341796875,14305.0302734375,12.630000114440918,-0.007298259162423992,0.018636175431454367
2023-12-04,45.483192443847656,46.04985981674189,44.98348694921652,46.04985981674189,437543000,-0.02683631486042659,46.973513793945315,47.95173740386963,34.69188420988492,0.7649350427001073,1299.18994140625,14185.490234375,13.079999923706055,-0.018467302640223966,0.015921244365502085
2023-12-05,46.542667388916016,46.57664693505586,45.24831433854384,45.44321631785002,371718000,0.02329376827223295,46.72348175048828,47.992668342590335,34.8464381822877,0.34010105559363696,1307.800048828125,14229.91015625,12.850000381469727,-0.0012164856578473031,0.02508345424150839
2023-12-06,45.48019027709961,47.363248618844615,45.38923628677336,47.19133394813323,380590000,-0.022828023648456153,46.197190856933595,47.97028121948242,33.864936047461754,0.39736086772593626,1313.3699951171875,14146.7099609375,12.970000267028809,-0.008790190078883264,0.027857707860071867
2023-12-07,46.57264709472656,46.605631500937335,45.58114369836872,45.67709625491712,350823000,0.02402049795682215,46.16323013305664,47.97158508300781,36.88361147864783,0.20524490427438594,1313.719970703125,14339.990234375,13.0600004196167,0.00816208086019965,0.026840677470989303
2023-12-08,47.4821891784668,47.71707199991906,46.526667071393376,46.57164649877913,359224000,0.01952953376024058,46.31217727661133,47.9995777130127,42.36383868947307,0.2594648864343777,1312.760009765625,14403.9697265625,12.350000381469727,0.00690733602286886,0.025849292078140965
