Symbol,Date,Open,Close
NVDA,2020-01-02,5.942537349164542,5.971409797668457
NVDA,2020-01-03,5.851688546269411,5.8758320808410645
NVDA,2020-01-06,5.782493763678408,5.900473117828369
NVDA,2020-01-07,5.928847472247913,5.971907615661621
NVDA,2020-01-08,5.967676998031507,5.983108997344971
NVDA,2020-01-09,6.069477028787541,6.048818111419678
NVDA,2020-01-10,6.156095000345665,6.081175327301025
NVDA,2020-01-13,6.164308407636304,6.271833896636963
NVDA,2020-01-14,6.229023873013879,6.15485143661499
NVDA,2020-01-15,6.16754428868986,6.112287998199463
NVDA,2020-01-16,6.165801340221899,6.195918560028076
NVDA,2020-01-17,6.2150846934070065,6.2046308517456055
NVDA,2020-01-21,6.168043104649625,6.171278953552246
NVDA,2020-01-22,6.216579239174049,6.225290775299072
NVDA,2020-01-23,6.265362971207692,6.293737411499023
NVDA,2020-01-24,6.4092286330962756,6.234499454498291
NVDA,2020-01-27,5.92984403404607,5.978629112243652
NVDA,2020-01-28,6.044587078302899,6.172025203704834
NVDA,2020-01-29,6.157588498886928,6.111541748046875
NVDA,2020-01-30,6.013722922529771,6.118261814117432
NVDA,2020-01-31,6.072462965058745,5.884790897369385
NVDA,2020-02-03,5.866622935364559,5.981864929199219
NVDA,2020-02-04,6.123737942425535,6.151116847991943
NVDA,2020-02-05,6.272083662399272,6.241468906402588
NVDA,2020-02-06,6.275818728793389,6.328336715698242
NVDA,2020-02-07,6.28826248219082,6.262127876281738
NVDA,2020-02-10,6.284777510513011,6.5453782081604
NVDA,2020-02-11,6.65365087473123,6.667838096618652
NVDA,2020-02-12,6.720605621676727,6.783577919006348
NVDA,2020-02-13,6.725584618645848,6.739771842956543
NVDA,2020-02-14,7.1499617209802695,7.2129340171813965
NVDA,2020-02-18,7.1096408258091985,7.381690979003906
NVDA,2020-02-19,7.504148319348195,7.832947731018066
NVDA,2020-02-20,7.78491062439982,7.683607578277588
NVDA,2020-02-21,7.571352905668588,7.319463729858398
NVDA,2020-02-24,6.725085479935204,6.801996231079102
NVDA,2020-02-25,6.877164335215975,6.522479057312012
NVDA,2020-02-26,6.52272847560107,6.661864757537842
NVDA,2020-02-27,6.3483086737227055,6.291027069091797
NVDA,2020-02-28,6.038489872052209,6.726119518280029
NVDA,2020-03-02,6.896222811081597,6.884517192840576
NVDA,2020-03-03,6.940304039577152,6.622016906738281
NVDA,2020-03-04,6.729357274638746,7.08574914932251
NVDA,2020-03-05,6.8862586566635935,6.806313514709473
NVDA,2020-03-06,6.626748580774733,6.6257524490356445
NVDA,2020-03-09,5.974732222369242,6.112706661224365
NVDA,2020-03-10,6.389152813651046,6.502222061157227
NVDA,2020-03-11,6.362256426859391,6.138359546661377
NVDA,2020-03-12,5.615104701186931,5.387223243713379
NVDA,2020-03-13,5.740623949726182,5.998142719268799
NVDA,2020-03-16,5.290092340982516,4.891361713409424
NVDA,2020-03-17,5.003683107514514,5.411130428314209
NVDA,2020-03-18,4.983510181129494,5.0512518882751465
NVDA,2020-03-19,5.029833888344594,5.304039478302002
NVDA,2020-03-20,5.454217469825418,5.12422513961792
NVDA,2020-03-23,5.123228140385184,5.297065734863281
NVDA,2020-03-24,5.703267250018492,6.205852031707764
NVDA,2020-03-25,6.320912311153063,6.117188930511475
NVDA,2020-03-26,6.3243998510831805,6.40658712387085
NVDA,2020-03-27,6.226274649289893,6.2942657470703125
NVDA,2020-03-30,6.359765541677423,6.614544868469238
NVDA,2020-03-31,6.654642355975329,6.564984321594238
NVDA,2020-04-01,6.3669888090516205,6.053682327270508
NVDA,2020-04-02,6.082820463407939,6.362504959106445
NVDA,2020-04-03,6.324897635369404,6.074601650238037
NVDA,2020-04-06,6.356776811021011,6.68452787399292
NVDA,2020-04-07,6.90618466682696,6.451168537139893
NVDA,2020-04-08,6.560251028830771,6.6484150886535645
NVDA,2020-04-09,6.774187506806175,6.5487961769104
NVDA,2020-04-13,6.4890227180026585,6.720640182495117
NVDA,2020-04-14,6.848902800991298,7.071803569793701
NVDA,2020-04-15,6.903692465907267,6.994347095489502
NVDA,2020-04-16,7.149754347379322,7.339530944824219
NVDA,2020-04-17,7.421719341005348,7.280258655548096
NVDA,2020-04-20,7.153740493454517,7.149008274078369
NVDA,2020-04-21,7.0309579095729084,6.712172508239746
NVDA,2020-04-22,6.904439608795436,7.126593112945557
NVDA,2020-04-23,7.168683884756797,7.073297023773193
NVDA,2020-04-24,7.063085167765885,7.212266445159912
NVDA,2020-04-27,7.346754061292483,7.398805618286133
NVDA,2020-04-28,7.546244309815871,7.256349086761475
NVDA,2020-04-29,7.391084844972564,7.4331746101379395
NVDA,2020-04-30,7.379131275172438,7.279262065887451
NVDA,2020-05-01,7.081763995944933,7.042663097381592
NVDA,2020-05-04,6.995344074029371,7.254606246948242
NVDA,2020-05-05,7.358710143819931,7.315624237060547
NVDA,2020-05-06,7.395069678002015,7.416487693786621
NVDA,2020-05-07,7.555708193207782,7.5928168296813965
NVDA,2020-05-08,7.664544272212603,7.782843589782715
NVDA,2020-05-11,7.777860652267359,8.034881591796875
NVDA,2020-05-12,8.092663091744157,7.772881507873535
NVDA,2020-05-13,7.887443704105184,7.7504658699035645
