Symbol,Date,Open,Close,ma5,ma10,ret,ret_next,next_close,date,ticker,prob_positive,prob_negative,prob_neutral,n_news,eod_sentiment
AAPL,2020-01-03,71.76568954597597,71.83331298828125,,,-0.009721630746735821,0.007968064018108345,72.40568542480469,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-06,70.9541954829699,72.40568542480469,,,0.007968064018108345,-0.004703194547560852,72.06514739990234,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-07,72.41533721540509,72.06514739990234,,,-0.004703194547560852,0.01608632817202027,73.22441101074219,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-08,71.76808624589498,73.22441101074219,72.41341247558594,,0.01608632817202027,0.02124046773852406,74.77973175048828,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-09,74.2025116766213,74.77973175048828,72.86165771484374,,0.02124046773852406,0.002260973772561403,74.94880676269531,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-10,75.01402005997716,74.94880676269531,73.48475646972656,,0.002260973772561403,0.021364375300930716,76.55004119873047,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-13,75.26519625077637,76.55004119873047,74.31362762451172,,0.021364375300930716,-0.013503173896182719,75.51637268066406,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-14,76.48726080979424,75.51637268066406,75.00387268066406,,-0.013503173896182719,-0.004285678781000168,75.19273376464844,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-15,75.31590787968373,75.19273376464844,75.39753723144531,73.90547485351563,-0.004285678781000168,0.012526910926937251,76.1346664428711,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-16,75.73617088763328,76.1346664428711,75.66852416992188,74.26509094238281,0.012526910926937251,0.0110706121169164,76.97752380371094,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-17,76.38339587903954,76.97752380371094,76.074267578125,74.77951202392578,0.0110706121169164,-0.006776682282088942,76.45587158203125,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-21,76.60560865744733,76.45587158203125,76.05543365478516,75.18453063964844,-0.006776682282088942,0.0035695240421729224,76.7287826538086,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-22,76.94130817856995,76.7287826538086,76.29791564941407,75.65089416503906,0.0035695240421729224,0.004815752617953972,77.0982894897461,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-23,76.78190767247501,77.0982894897461,76.6790267944336,76.03828201293945,0.004815752617953972,-0.00288201577231717,76.87609100341797,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-24,77.34462735281411,76.87609100341797,76.82731170654297,76.24791793823242,-0.00288201577231717,-0.02940522927903222,74.61553192138672,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-27,74.88360812840847,74.61553192138672,76.35491333007812,76.21459045410157,-0.02940522927903222,0.028289345805171617,76.72635650634766,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-28,75.4970547636558,76.72635650634766,76.40901031494141,76.23222198486329,0.028289345805171617,0.020932262217430164,78.33241271972656,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-29,78.35898301190313,78.33241271972656,76.729736328125,76.51382598876953,0.020932262217430164,-0.0014491799408328232,78.2188949584961,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-30,77.41465908040864,78.2188949584961,76.953857421875,76.81644210815429,-0.0014491799408328232,-0.04433870347425217,74.75077056884766,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-31,77.50884783770134,74.75077056884766,76.52879333496094,76.67805252075195,-0.04433870347425217,-0.0027462475248101192,74.54548645019531,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-03,73.49248476536589,74.54548645019531,76.51478424072266,76.43484878540039,-0.0027462475248101192,0.03301399492734802,77.00653076171875,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-04,76.15157146520623,77.00653076171875,76.57081909179688,76.48991470336914,0.03301399492734802,0.008154041254681221,77.63444519042969,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-05,78.13437206813377,77.63444519042969,76.4312255859375,76.58048095703126,0.008154041254681221,0.011696785145634214,78.54251861572266,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-06,77.90492749554984,78.54251861572266,76.4959503173828,76.7249038696289,0.011696785145634214,-0.013592592322767216,77.47492218017578,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-07,78.04140355652011,77.47492218017578,77.04078063964843,76.78478698730468,-0.013592592322767216,0.004749579828953632,77.8428955078125,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-10,76.05871954270658,77.8428955078125,77.70026245117188,77.10752334594727,0.004749579828953632,-0.0060333093404465465,77.37324523925781,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-11,78.33917517981024,77.37324523925781,77.77360534667969,77.17221221923828,-0.0060333093404465465,0.023747848683809636,79.210693359375,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-12,77.82353527181141,79.210693359375,78.08885498046875,77.26004028320312,0.023747848683809636,-0.007121155381310307,78.64662170410156,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-13,78.48200469564426,78.64662170410156,78.10967559814453,77.30281295776368,-0.007121155381310307,0.00024630470190722953,78.6659927368164,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-14,78.61514926442095,78.6659927368164,78.34788970947265,77.69433517456055,0.00024630470190722953,-0.01831050977173787,77.22557830810547,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-18,76.34438007526671,77.22557830810547,78.22442626953125,77.96234436035157,-0.01831050977173787,0.014482650901575855,78.34400939941406,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-19,77.46765770370357,78.34400939941406,78.4185791015625,78.0960922241211,0.014482650901575855,-0.010258838844933282,77.54029083251953,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-20,78.10435642626537,77.54029083251953,78.08449859619141,78.08667678833008,-0.010258838844933282,-0.02263503185609561,75.78516387939453,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-21,77.13358724414647,75.78516387939453,77.51220703125,77.81094131469726,-0.02263503185609561,-0.04750046636001504,72.18533325195312,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-24,71.96261786330551,72.18533325195312,76.21607513427735,77.281982421875,-0.04750046636001504,-0.033872093529593084,69.74026489257812,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-25,72.85592387195561,69.74026489257812,74.71901245117188,76.47171936035156,-0.033872093529593084,0.01586391679856325,70.84661865234375,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-26,69.36505033092102,70.84661865234375,73.21953430175782,75.81905670166016,0.01586391679856325,-0.06536813235569039,66.21550750732422,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-27,68.05052761071092,66.21550750732422,70.95457763671875,74.51953811645508,-0.06536813235569039,-0.0005855513982661043,66.1767349243164,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-28,62.2791497848224,66.1767349243164,69.03289184570312,73.27254943847656,-0.0005855513982661043,0.09310084475099312,72.33784484863281,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-02,68.3361564954498,72.33784484863281,69.06339416503906,72.63973464965821,0.09310084475099312,-0.03175932920077973,70.04044342041016,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-03,73.51438495619033,70.04044342041016,69.12342987060546,71.92122116088868,-0.03175932920077973,0.04638466043908385,73.28924560546875,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-04,71.76410400685508,73.28924560546875,69.61195526123046,71.41574478149414,0.04638466043908385,-0.03243697174565341,70.9119644165039,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-05,71.54138326049582,70.9119644165039,70.5512466430664,70.75291213989257,-0.03243697174565341,-0.01328011518119232,69.97024536132812,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-06,68.26837793734198,69.97024536132812,71.30994873046875,70.17142028808594,-0.01328011518119232,-0.07909158512464098,64.43618774414062,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-09,63.850334974459,64.43618774414062,69.72961730957032,69.3965057373047,-0.07909158512464098,0.07202105666972147,69.07695007324219,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-10,67.09184552066098,69.07695007324219,69.53691864013672,69.33017425537109,0.07202105666972147,-0.03473040916256964,66.6778793334961,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-11,67.15237416724361,66.6778793334961,68.21464538574219,68.91330032348633,-0.03473040916256964,-0.09875477181286152,60.09312057495117,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-12,61.95960879581329,60.09312057495117,66.05087661743164,68.30106163024902,-0.09875477181286152,0.119808093048134,67.29276275634766,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-13,64.12627561961224,67.29276275634766,65.51538009643555,68.41266441345215,0.119808093048134,-0.12864684314874142,58.63576126098633,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-16,58.572816419236986,58.63576126098633,64.35529479980468,67.0424560546875,-0.12864684314874142,0.0439700363274691,61.2139778137207,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-17,59.91881387267281,61.2139778137207,62.78270034790039,66.15980949401856,0.0439700363274691,-0.024479778837963262,59.71547317504883,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-18,58.04507789596301,59.71547317504883,61.390219116210936,64.80243225097657,-0.024479778837963262,-0.0076622329054335525,59.25791931152344,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-19,59.88976507646557,59.25791931152344,61.22317886352539,63.637027740478516,-0.0076622329054335525,-0.06348558925945413,55.49589538574219,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-20,59.83892290297791,55.49589538574219,58.8638053894043,62.18959274291992,-0.06348558925945413,-0.021244004983256737,54.31694030761719,,,0.0,0.0,0.0,0.0,0.0
AAPL,2020-03-23,55.21508274022157,54.31694030761719,58.00004119873047,61.17766799926758,-0.021244004983256737,0.10032551763273179,59.76631546020508,2020-03-23,AAPL,0.9945681,0.00064671587,0.0047851847,1.0,0.0
AAPL,2020-03-24,57.219564481773055,59.76631546020508,57.71050872802734,60.24660453796387,0.10032551763273179,-0.005508897753874864,59.43706893920898,2020-03-24,AAPL,0.9999471,2.1001374e-06,5.0830793e-05,1.0,0.0
