feature_names,scaler_X_scale,scaler_X_min,scaler_y_scale,scaler_y_min
"['returns', 'sentiment_mean', 'sentiment_vol', 'Close', 'Volume', 'Open', 'High', 'Low']","[1.2548039135078395, 2.5716607453326543, 2.668403794106521, 0.07855459753299318, 1.0607693547976477e-08, 0.07999999923706055, 0.0749063669074227, 0.09363295926135246]","[0.31663273709106343, 0.35299562308457544, 0.0, -0.08876669483770479, 0.0, -0.09039999875640871, -0.08614232015762914, -0.1001872713208913]",[0.07855459753299318],[-0.08876669483770479]
