Date,ticker,weekofyear_sin,weekofyear_cos,log_ret_lag1,ret_3d,mom_10,ma_200,macd,bbp,adx_14,obv,vol_ma_20,vol_chg,vol_20d,Close
2023-10-26,TSLA,-0.885456,0.46472317,-0.019117502,-0.02980011,-53.11,216.5957,-11.454496,0.054138754,22.983002,3515312600.0,118507300.0,0.07516455,0.031099718,205.75999450683597
2023-10-27,TSLA,-0.885456,0.46472317,-0.031855024,-0.042582676,-43.819992,217.0161,-12.224245,0.12325589,24.71457,3610194000.0,116825224.0,-0.17575313,0.03082104,207.3000030517578
2023-10-30,TSLA,-0.82298386,0.56806475,0.0074566198,-0.070897266,-56.559998,217.3851,-13.480951,0.07679615,26.841528,3473745700.0,117457110.0,0.4380952,0.03180752,197.3600006103516
2023-10-31,TSLA,-0.82298386,0.56806475,-0.04913756,-0.023911344,-54.01001,217.7773,-14.034315,0.15529935,28.84241,3591814000.0,118261260.0,-0.1347024,0.032388188,200.83999633789065
2023-11-01,TSLA,-0.82298386,0.56806475,0.017479077,-0.007911237,-37.01999,218.14815,-13.923425,0.23151283,30.218695,3713475600.0,117858270.0,0.030434927,0.029234048,205.66000366210935
2023-11-02,TSLA,-0.82298386,0.56806475,0.023715785,0.10716454,-1.6000061,218.5968,-12.652802,0.37537578,29.776241,3839463400.0,118199690.0,0.035556793,0.03358409,218.50999450683597
2023-11-03,TSLA,-0.82298386,0.56806475,0.06060742,0.09520021,7.970001,219.06075,-11.397439,0.40709206,28.596397,3958998000.0,118270340.0,-0.05121774,0.03367584,219.9600067138672
2023-11-06,TSLA,-0.7485108,0.66312265,0.006613987,0.06617719,7.1900024,219.49,-10.339049,0.41735488,27.763824,3841662200.0,119068230.0,-0.018396316,0.03367703,219.2700042724609
2023-11-07,TSLA,-0.7485108,0.66312265,-0.0031418756,0.016795563,5.6599884,219.88216,-9.159867,0.46983218,26.99072,3958562300.0,118780440.0,-0.0037132741,0.033609767,222.17999267578125
2023-11-08,TSLA,-0.7485108,0.66312265,0.013183964,0.009774476,9.690002,220.27325,-8.137204,0.49256703,26.150099,3851977700.0,118924370.0,-0.0882403,0.033631083,222.1100006103516
2023-11-09,TSLA,-0.7485108,0.66312265,-0.0003150738,-0.042367894,4.220001,220.601,-8.210876,0.3507917,26.242247,3709867000.0,120454490.0,0.33330926,0.035197735,209.97999572753903
2023-11-10,TSLA,-0.7485108,0.66312265,-0.05616049,-0.033891436,7.349991,220.8729,-7.8024898,0.4397297,26.399467,3840861200.0,121900500.0,-0.07822434,0.03555925,214.6499938964844
2023-11-13,TSLA,-0.66312265,0.7485108,0.021996498,0.007203665,26.350006,221.10194,-6.670876,0.62852347,25.343956,3981308700.0,124477016.0,0.072168194,0.0370498,223.7100067138672
2023-11-14,TSLA,-0.66312265,0.7485108,0.041341834,0.13063154,36.570007,221.4557,-4.615385,0.9856989,23.915834,4131080200.0,127287450.0,0.06638775,0.03993594,237.41000366210935
2023-11-15,TSLA,-0.66312265,0.7485108,0.05943802,0.13133009,37.179993,221.8038,-2.519199,1.1077157,23.259829,4281434400.0,128547760.0,0.0038885877,0.038856864,242.83999633789065
2023-11-16,TSLA,-0.66312265,0.7485108,0.022614155,0.044164274,15.080002,222.0647,-1.5860707,0.8612863,22.125591,4144617500.0,126849970.0,-0.09003551,0.03344612,233.58999633789065
2023-11-17,TSLA,-0.66312265,0.7485108,-0.03883535,-0.013099703,14.339996,222.29485,-0.7802738,0.8360192,20.668697,4287150300.0,127076100.0,0.041778494,0.03207125,234.3000030517578
2023-11-20,TSLA,-0.56806475,0.82298386,0.0030349323,-0.02981383,16.330002,222.52295,-0.036355454,0.8243532,19.315866,4403470300.0,125357940.0,-0.18390644,0.032049,235.6000061035156
2023-11-21,TSLA,-0.56806475,0.82298386,0.005533119,0.032578453,19.020004,222.75514,0.99362373,0.88255733,18.639471,4525758500.0,125560780.0,0.051305838,0.03212579,241.1999969482422
2023-11-22,TSLA,-0.56806475,0.82298386,0.023490975,-0.0003841073,12.100006,222.94215,1.2316581,0.73158246,17.80907,4407808000.0,126105060.0,-0.03546873,0.032609362,234.2100067138672
2023-11-24,TSLA,-0.56806475,0.82298386,-0.029408274,-0.0006367112,25.470001,223.11295,1.5030329,0.7299135,17.037985,4472933000.0,123605690.0,-0.4478604,0.031444333,235.4499969482422
2023-11-27,TSLA,-0.46472317,0.885456,0.005280386,-0.021227177,21.430008,223.25674,1.7487767,0.71844053,16.294971,4584964600.0,124463220.0,0.7202527,0.03146068,236.0800018310547
2023-11-28,TSLA,-0.46472317,0.885456,0.0026721747,0.053413577,23.009995,223.5059,2.7701569,0.88869655,16.441519,4733515000.0,125068300.0,0.32596192,0.029739685,246.72000122070312
2023-11-29,TSLA,-0.46472317,0.885456,0.044083357,0.03690806,6.7299957,223.7534,3.3330026,0.8208655,17.057137,4598113300.0,125934950.0,-0.08851302,0.030102953,244.13999938964844
2023-11-30,TSLA,-0.46472317,0.885456,-0.010512266,0.016943408,-2.7599945,223.90755,3.412121,0.71958256,16.89057,4465760000.0,126469530.0,-0.022511601,0.030493751,240.0800018310547
2023-12-01,TSLA,-0.46472317,0.885456,-0.01676962,-0.03197957,5.2400055,224.0305,3.3355088,0.6709678,16.155552,4344428500.0,126236730.0,-0.083273396,0.027789138,238.8300018310547
2023-12-04,TSLA,-0.3546049,0.9350162,-0.0052201995,-0.03506184,1.2799988,224.1982,2.9782145,0.57791954,15.473035,4240328700.0,125464980.0,-0.14202307,0.028086672,235.5800018310547
2023-12-05,TSLA,-0.3546049,0.9350162,-0.013701444,-0.0056647807,3.119995,224.35025,2.9148273,0.636273,15.551475,4378300000.0,126496744.0,0.32537335,0.028113648,238.72000122070312
2023-12-06,TSLA,-0.3546049,0.9350162,0.013240756,0.0022609944,-1.8300018,224.56026,2.883799,0.6348208,15.624311,4504736000.0,126973550.0,-0.08360374,0.028041914,239.3699951171875
2023-12-07,TSLA,-0.3546049,0.9350162,0.0027191294,0.029968578,8.429993,224.76915,3.0874803,0.69933975,15.393354,4611878400.0,127001420.0,-0.1525979,0.028100038,242.63999938964844
2023-12-08,TSLA,-0.3546049,0.9350162,0.01356841,0.021447701,8.389999,224.978,3.307601,0.73662543,15.307512,4715005000.0,125052240.0,-0.037478194,0.02438176,243.83999633789065
2023-12-11,TSLA,-0.23931566,0.97094184,0.004933397,0.0015457675,3.6600037,225.1923,3.115302,0.5759599,14.960724,4617091000.0,123398230.0,-0.050548453,0.024724394,239.7400054931641
2023-12-12,TSLA,-0.23931566,0.97094184,-0.01695723,-0.02320312,-9.710007,225.3392,2.7113597,0.37659827,14.126964,4521763000.0,121142270.0,-0.026406873,0.023445329,237.00999450683597
2023-12-13,TSLA,-0.23931566,0.97094184,-0.011452715,-0.01865979,-4.850006,225.5071,2.5458622,0.5219098,13.61795,4668049400.0,120968010.0,0.5345527,0.019164285,239.2899932861328
2023-12-14,TSLA,-0.23931566,0.97094184,0.009573867,0.047176097,10.970001,225.7485,3.3253067,1.1405824,13.707488,4828878300.0,121491770.0,0.09941395,0.0215283,251.0500030517578
2023-12-15,TSLA,-0.23931566,0.97094184,0.047975957,0.069575146,14.669998,226.0615,4.0935287,1.1152662,13.815173,4964811300.0,121447570.0,-0.15480025,0.019406443,253.5
2023-12-18,TSLA,-0.12053668,0.99270886,0.009711688,0.053449824,16.5,226.33295,4.5354857,0.97157127,14.364557,4848395000.0,120141750.0,-0.14357315,0.019531181,252.0800018310547
2023-12-19,TSLA,-0.12053668,0.99270886,-0.005617318,0.02457677,18.5,226.65,5.240091,1.0646206,14.874701,4955132000.0,119662616.0,-0.083142,0.01987828,257.2200012207031
2023-12-20,TSLA,-0.12053668,0.99270886,0.02018525,-0.02508876,7.7700043,226.94714,4.928313,0.6688967,14.472879,4830035000.0,119803064.0,0.17200719,0.02159147,247.13999938964844
2023-12-21,TSLA,-0.12053668,0.99270886,-0.03997678,0.00960012,11.860001,227.30965,5.2150016,0.89541334,14.099761,4939629000.0,119385250.0,-0.12392623,0.021229537,254.5
2023-12-22,TSLA,-0.12053668,0.99270886,0.02934586,-0.018194573,8.699997,227.70775,5.223831,0.7933078,14.157914,4846259000.0,120797490.0,-0.14803794,0.02139813,252.5399932861328
2023-12-26,TSLA,6.4324905e-16,1.0,-0.0077312104,0.038318306,16.86998,228.1236,5.49589,0.89255685,14.211914,4933152000.0,119540520.0,-0.0693766,0.02157377,256.6099853515625
2023-12-27,TSLA,6.4324905e-16,1.0,0.01598774,0.027269164,24.430008,228.5584,6.031711,0.9799629,14.882379,5039646000.0,117437740.0,0.22558935,0.019685065,261.44000244140625
2023-12-28,TSLA,6.4324905e-16,1.0,0.018647455,0.0025342496,13.889999,228.908,5.723858,0.70110303,14.713649,4926026000.0,116348670.0,0.06690962,0.02097549,253.17999267578125
2023-12-29,TSLA,6.4324905e-16,1.0,-0.032104153,-0.031682283,-2.5700073,229.24815,5.042505,0.54254305,13.786958,4825134600.0,114775590.0,-0.11202527,0.02107028,248.47999572753903
2024-01-02,TSLA,0.12053668,0.99270886,-0.018738328,-0.04980112,-5.080002,229.5696,4.4464307,0.52625245,13.082852,4720480000.0,113941720.0,0.03729349,0.021010917,248.4199981689453
2024-01-03,TSLA,0.12053668,0.99270886,-0.00024148746,-0.058179937,-13.630005,229.8612,3.1334217,0.18663198,13.37942,4599398000.0,114790860.0,0.15697794,0.022819309,238.4499969482422
2024-01-04,TSLA,0.12053668,0.99270886,-0.040961225,-0.042458158,-19.290009,230.1346,2.0275207,0.172774,13.654804,4496768500.0,113023770.0,-0.15240258,0.02263583,237.92999267578125
2024-01-05,TSLA,0.12053668,0.99270886,-0.00218315,-0.04399804,-9.649994,230.33415,1.1028695,0.16661684,14.225019,4404279300.0,111326410.0,-0.09880609,0.022630798,237.4900054931641
2024-01-08,TSLA,0.23931566,0.97094184,-0.0018509416,0.008387502,-14.050003,230.58064,0.60198414,0.2703057,14.560193,4489446000.0,110227620.0,-0.0791695,0.022593895,240.4499969482422
2024-01-09,TSLA,0.23931566,0.97094184,0.012386614,-0.012482604,-17.579987,230.79434,-0.23525554,0.12879021,15.247701,4392740400.0,109906570.0,0.13548855,0.023108171,234.9600067138672
2024-01-10,TSLA,0.23931566,0.97094184,-0.023096839,-0.01494801,-22.669983,231.012,-0.9698995,0.1234581,15.971889,4301112000.0,109592296.0,-0.05250156,0.022842726,233.94000244140625
2024-01-11,TSLA,0.23931566,0.97094184,-0.004350633,-0.05502182,-34.22,231.18906,-2.0704906,-0.009541317,17.27686,4195238400.0,110119560.0,0.15546583,0.023575874,227.22000122070312
2024-01-12,TSLA,0.23931566,0.97094184,-0.029145965,-0.068394646,-34.289993,231.33755,-3.5736835,-0.0937066,19.196543,4072194600.0,108957430.0,0.1621764,0.02463887,218.88999938964844
2024-01-16,TSLA,0.3546049,0.9350162,-0.0373494,-0.059972636,-28.569992,231.4677,-4.629305,0.018799474,21.335602,4187549400.0,106683730.0,-0.062488317,0.021364091,219.91000366210935
2024-01-17,TSLA,0.3546049,0.9350162,0.0046490706,-0.051359907,-32.869995,231.56905,-5.7514095,0.018342527,23.333788,4084385000.0,105045304.0,-0.10567899,0.02121143,215.5500030517578
2024-01-18,TSLA,0.3546049,0.9350162,-0.020025473,-0.032025192,-26.569992,231.59116,-6.857772,0.032736562,25.41968,3975789800.0,104654250.0,0.05264413,0.021301044,211.8800048828125
2024-01-19,TSLA,0.3546049,0.9350162,-0.017172815,-0.035105277,-25.73999,231.67825,-7.6216993,0.09245296,27.438406,4078050000.0,104430390.0,-0.058336724,0.02035248,212.19000244140625
2024-01-22,TSLA,0.46472317,0.885456,0.0014620115,-0.03131524,-28.690002,231.75935,-8.403789,0.09680928,28.300997,3960097500.0,104073170.0,0.15345348,0.019191813,208.8000030517578
2024-01-23,TSLA,0.46472317,0.885456,-0.01610524,-0.012931874,-31.309998,231.87746,-8.893644,0.14413406,29.101974,4066703400.0,103923750.0,-0.09619635,0.017185746,209.13999938964844
2024-01-24,TSLA,0.46472317,0.885456,0.0016270106,-0.020547625,-27.130005,231.9913,-9.280583,0.16333836,29.941748,3943333400.0,105423740.0,0.15725209,0.017197218,207.8300018310547
2024-01-25,TSLA,0.46472317,0.885456,-0.0062834346,-0.12533523,-51.309998,231.9819,-11.488235,-0.07858564,32.389202,3745256700.0,110982970.0,0.6055521,0.029463246,182.6300048828125
2024-01-26,TSLA,0.46472317,0.885456,-0.12925817,-0.12379267,-43.97,231.9642,-13.037499,-0.0030519622,34.66184,3852599800.0,111025410.0,-0.45807284,0.028683597,183.25
2024-01-29,TSLA,0.56806475,0.82298386,0.0033890659,-0.0813165,-27.960007,232.01614,-13.490086,0.13148944,35.897663,3977613000.0,111595064.0,0.16461127,0.031328335,190.92999267578125
2024-01-30,TSLA,0.56806475,0.82298386,0.04105549,0.049060896,-28.320007,232.0446,-13.638292,0.17272927,36.209934,4087595300.0,112049600.0,-0.1202338,0.031527974,191.58999633789065
2024-01-31,TSLA,0.56806475,0.82298386,0.0034508226,0.022046348,-28.26001,232.05605,-13.942007,0.15187944,36.81898,3984374000.0,111977960.0,-0.061472617,0.03146754,187.2899932861328
2024-02-01,TSLA,0.56806475,0.82298386,-0.022699472,-0.010841629,-23.020004,232.06516,-13.895835,0.20288847,37.486675,4076217000.0,110515990.0,-0.11023005,0.031177185,188.8600006103516
2024-02-02,TSLA,0.56806475,0.82298386,0.008347821,-0.019207645,-24.279999,232.08315,-13.777085,0.21858324,38.256245,3965604600.0,110915170.0,0.2043633,0.031140767,187.91000366210935
2024-02-05,TSLA,0.66312265,0.7485108,-0.005042859,-0.0332639,-27.740005,232.0855,-14.073483,0.16302583,39.391438,3831310000.0,113005440.0,0.21409567,0.031549986,181.05999755859372
2024-02-06,TSLA,0.66312265,0.7485108,-0.03713469,-0.019908898,-24.039993,232.19604,-13.823043,0.23614392,40.106857,3953986000.0,114880910.0,-0.086514406,0.03204099,185.1000061035156
2024-02-07,TSLA,0.66312265,0.7485108,0.022067798,-0.0017561696,-20.25,232.30855,-13.271467,0.28952727,40.163345,4065521400.0,115622380.0,-0.09081483,0.03244659,187.5800018310547
2024-02-08,TSLA,0.66312265,0.7485108,0.013309178,0.046945766,6.9299927,232.4436,-12.53013,0.33622795,39.884735,4148555300.0,115192660.0,-0.25553548,0.03276889,189.55999755859372
2024-02-09,TSLA,0.66312265,0.7485108,0.0105001535,0.045759056,10.320007,232.6081,-11.48663,0.42383876,39.17673,4233031700.0,114122790.0,0.017369993,0.03315852,193.57000732421875
2024-02-12,TSLA,0.7485108,0.66312265,0.020933658,0.0029320985,-2.7999878,232.78,-10.972133,0.3418643,38.728947,4137533000.0,112745540.0,0.13047801,0.03281494,188.1300048828125
2024-02-13,TSLA,0.7485108,0.66312265,-0.028506003,-0.02922554,-7.569992,232.89915,-10.77186,0.2777685,38.772736,4050773500.0,111315760.0,-0.09151024,0.032854356,184.0200042724609
2024-02-14,TSLA,0.7485108,0.66312265,-0.022088768,-0.0251072,1.4200134,233.02115,-10.118065,0.39815703,38.49953,4131976400.0,110217690.0,-0.06404486,0.033574216,188.7100067138672
2024-02-15,TSLA,0.7485108,0.66312265,0.02516701,0.06548659,11.589996,233.21425,-8.554003,0.7059298,36.319202,4252808200.0,110829510.0,0.48802137,0.036738485,200.4499969482422
2024-02-16,TSLA,0.7485108,0.66312265,0.060353342,0.086566634,12.039993,233.41245,-7.2710023,0.7319415,33.99006,4141461500.0,111283830.0,-0.07849838,0.036728933,199.9499969482422
2024-02-20,TSLA,0.82298386,0.56806475,-0.0024975038,0.026760573,12.699997,233.5782,-6.676731,0.58605474,32.74292,4036915700.0,110613496.0,-0.061078597,0.037172657,193.75999450683597
2024-02-21,TSLA,0.82298386,0.56806475,-0.031447068,-0.028336206,9.669998,233.74605,-6.054476,0.66623026,31.46539,4140416000.0,110458216.0,-0.010000402,0.037205014,194.7700042724609
2024-02-22,TSLA,0.82298386,0.56806475,0.0051991455,-0.012703142,9.830002,233.8828,-5.2873588,0.8433378,30.344429,4233155600.0,108926696.0,-0.103968784,0.037373364,197.41000366210935
2024-02-23,TSLA,0.82298386,0.56806475,0.013463406,-0.009238198,2.4100037,233.9837,-5.0600467,0.5795233,29.303537,4154313700.0,102964950.0,-0.14985631,0.025658289,191.97000122070312
2024-02-26,TSLA,0.885456,0.46472317,-0.027943688,0.023771575,5.8299866,234.13495,-4.2315826,0.88630486,27.66198,4266060800.0,103185144.0,0.41735676,0.026886214,199.3999938964844
2024-02-27,TSLA,0.885456,0.46472317,0.03797371,0.01175215,11.599991,234.2909,-3.507953,0.85878795,25.795584,4374706000.0,102366760.0,-0.027756425,0.025410233,199.72999572753903
2024-02-28,TSLA,0.885456,0.46472317,0.0016536062,0.05245607,18.019989,234.4407,-2.7167568,0.9042142,24.062504,4474512400.0,101857950.0,-0.081358254,0.025489865,202.0399932861328
2024-02-29,TSLA,0.885456,0.46472317,0.011499232,0.012437368,13.169998,234.6102,-2.0786762,0.8531341,22.453215,4388605400.0,100992230.0,-0.13926189,0.02480448,201.8800048828125
2024-03-01,TSLA,0.885456,0.46472317,-0.00079217873,0.014569688,2.1900024,234.79166,-1.4944404,0.84063894,20.958874,4470848500.0,100512220.0,-0.042649608,0.02478349,202.63999938964844
2024-03-04,TSLA,0.9350162,0.3546049,0.003757517,-0.06879823,-11.809998,234.89975,-2.1763704,0.3005802,21.05332,4336513500.0,101698340.0,0.6333881,0.029957572,188.13999938964844
2024-03-05,TSLA,0.9350162,0.3546049,-0.07424464,-0.10471567,-13.019989,234.93414,-3.2761571,0.027741,22.051516,4216852700.0,100966660.0,-0.109235205,0.030150713,180.7400054931641
2024-03-06,TSLA,0.9350162,0.3546049,-0.040126797,-0.12879987,-18.230011,234.9324,-4.4355216,-0.048233397,23.30101,4108931800.0,100228900.0,-0.09810983,0.030124497,176.5399932861328
2024-03-07,TSLA,0.9350162,0.3546049,-0.023512123,-0.05044119,-18.76001,234.92496,-5.1249895,0.06999656,24.461256,4211061000.0,99758590.0,-0.05366801,0.030087478,178.64999389648438
2024-03-08,TSLA,0.9350162,0.3546049,0.011881108,-0.029877221,-16.630005,234.8573,-5.870812,0.038716964,25.009718,4125516300.0,99884120.0,-0.16238679,0.030151313,175.33999633789062
2024-03-11,TSLA,0.97094184,0.23931566,-0.018701624,0.006967322,-21.62999,234.8173,-6.194395,0.1489897,25.491014,4210908000.0,99929880.0,-0.0017897097,0.029880809,177.77000427246094
2024-03-12,TSLA,0.97094184,0.23931566,0.013763678,-0.0062132697,-22.190002,234.7905,-6.3956714,0.17268461,26.189968,4123516200.0,99524536.0,0.023423877,0.029330468,177.5399932861328
2024-03-13,TSLA,0.97094184,0.23931566,-0.0012947061,-0.033420786,-32.559998,234.71555,-7.1234446,0.03460848,27.165297,4016991500.0,100512780.0,0.21893154,0.030594422,169.47999572753906
2024-03-14,TSLA,0.97094184,0.23931566,-0.046460997,-0.08589753,-39.380005,234.5622,-8.169267,-0.019183286,28.791414,3890666000.0,102768920.0,0.185884,0.03088248,162.5
2024-03-15,TSLA,0.97094184,0.23931566,-0.0420569,-0.078686416,-39.069992,234.37425,-8.810189,0.06786216,30.30138,3987812600.0,101584670.0,-0.2309815,0.02651831,163.57000732421875
2024-03-18,TSLA,0.99270886,0.12053668,0.0065630763,0.025489777,-14.339996,234.2236,-8.395868,0.28209236,29.810482,4096027100.0,101428056.0,0.11392655,0.031057091,173.8000030517578
2024-03-19,TSLA,0.99270886,0.12053668,0.06066415,0.05427697,-9.419998,234.0426,-8.173412,0.26017892,29.354649,4018755600.0,100064340.0,-0.2859416,0.030586641,171.32000732421875
2024-03-20,TSLA,0.99270886,0.12053668,-0.014372035,0.07391328,-0.8799896,233.85104,-7.559768,0.35717654,28.326164,4102602500.0,99081656.0,0.08509358,0.031286888,175.66000366210938
2024-03-21,TSLA,0.99270886,0.12053668,0.025017133,-0.0056386404,-5.8299866,233.6271,-7.2193947,0.3239833,27.043224,4029424400.0,98103580.0,-0.12724055,0.031080298,172.82000732421875
2024-03-22,TSLA,0.99270886,0.12053668,-0.016299697,-0.0028601766,-4.5099945,233.3747,-7.029195,0.30642608,26.550951,3953843700.0,97940510.0,0.032832272,0.030703975,170.8300018310547
2024-03-25,TSLA,1.0,-1.6081226e-16,-0.011581712,-0.017249225,-5.1399994,233.115,-6.6564827,0.35941356,25.411543,4028072400.0,96064590.0,-0.017888188,0.029184561,172.6300048828125
2024-03-26,TSLA,1.0,-1.6081226e-16,0.010481684,0.028063828,0.13000488,232.82906,-5.886564,0.48046228,24.10593,4141258500.0,96291630.0,0.5248327,0.030234052,177.6699981689453
2024-03-27,TSLA,1.0,-1.6081226e-16,0.028777283,0.052683953,10.350006,232.5062,-5.0439596,0.557693,22.696419,4223062500.0,95391520.0,-0.2772617,0.030251812,179.8300018310547
2024-03-28,TSLA,1.0,-1.6081226e-16,0.012084084,0.018304978,13.289993,232.136,-4.6485987,0.4889944,21.28412,4145407700.0,94978910.0,-0.050721236,0.030466717,175.7899932861328
2024-04-01,TSLA,0.99270886,-0.12053668,-0.022721907,-0.013789593,11.649994,231.71855,-4.331337,0.51863605,20.27562,4063845600.0,94944860.0,0.05031627,0.030383231,175.22000122070312
2024-04-02,TSLA,0.99270886,-0.12053668,-0.0032477283,-0.07340264,-7.169998,231.26775,-4.718652,0.15173109,20.15665,3947195100.0,94060650.0,0.43020594,0.028194774,166.6300048828125
2024-04-03,TSLA,0.99270886,-0.12053668,-0.05026652,-0.042152505,-2.9400024,230.83015,-4.8287287,0.26108202,19.86277,4030145300.0,92225110.0,-0.2889012,0.02724998,168.3800048828125
2024-04-04,TSLA,0.99270886,-0.12053668,0.010447544,-0.023456229,-4.550003,230.383,-4.6421657,0.4121684,18.518705,4153307100.0,92987170.0,0.48477218,0.027149571,171.11000061035156
2024-04-05,TSLA,0.99270886,-0.12053668,0.016083268,-0.01038235,-7.9200134,229.83525,-4.938481,0.13736977,18.019255,4010149600.0,95038590.0,0.16235203,0.028046941,164.89999389648438
2024-04-08,TSLA,0.97094184,-0.23931566,-0.036967434,0.027319103,2.149994,229.40285,-4.4697995,0.54851717,17.069065,4114572800.0,95982530.0,-0.27057102,0.030144338,172.97999572753906
2024-04-09,TSLA,0.97094184,-0.23931566,0.047836762,0.033721022,4.25,228.9642,-3.7405488,0.7507584,16.100616,4217524500.0,96860540.0,-0.01409264,0.030419614,176.8800048828125
2024-04-10,TSLA,0.97094184,-0.23931566,0.022295607,0.041600976,-5.9100037,228.54,-3.5350053,0.5038217,14.956573,4132992300.0,96717576.0,-0.17891206,0.031111067,171.75999450683594
2024-04-11,TSLA,0.97094184,-0.23931566,-0.029373443,0.009365304,-5.2299957,228.20775,-3.1071284,0.64060766,14.076956,4227508200.0,96117150.0,0.118103825,0.02952134,174.60000610351562
2024-04-12,TSLA,0.97094184,-0.23931566,0.016399557,-0.03296021,-4.73999,227.81195,-3.0196795,0.4209265,13.260169,4162785500.0,93037000.0,-0.31521964,0.028260848,171.0500030517578
2024-04-15,TSLA,0.9350162,-0.3546049,-0.02054175,-0.05985095,-13.7400055,227.33815,-3.6801724,-0.10896273,13.6076565,4062540300.0,93191930.0,0.54884297,0.03114859,161.47999572753906
2024-04-16,TSLA,0.9350162,-0.3546049,-0.05757466,-0.10017185,-9.520004,226.8362,-4.504317,-0.14470683,14.673239,3965540000.0,92631210.0,-0.03237359,0.027929634,157.11000061035156
2024-04-17,TSLA,0.9350162,-0.3546049,-0.027435068,-0.09120144,-12.930008,226.3046,-5.231105,-0.07490316,15.639721,3883100400.0,92889620.0,-0.15010619,0.027874812,155.4499969482422
2024-04-18,TSLA,0.9350162,-0.3546049,-0.010622084,-0.07152591,-21.180008,225.65515,-6.181254,-0.11112584,16.994223,3787001600.0,93502220.0,0.16568595,0.02777011,149.92999267578125
2024-04-19,TSLA,0.9350162,-0.3546049,-0.03615565,-0.064031556,-17.84999,224.978,-7.0849743,-0.0634686,18.461054,3699927300.0,94197050.0,-0.09390648,0.027828226,147.0500030517578
2024-04-22,TSLA,0.885456,-0.46472317,-0.019395784,-0.08620131,-30.929993,224.30556,-8.111137,-0.060932588,20.38552,3592829700.0,95772900.0,0.22995366,0.028439261,142.0500030517578
2024-04-23,TSLA,0.885456,-0.46472317,-0.034593556,-0.035016343,-32.200012,223.6568,-8.612876,0.067941,21.663033,3717374700.0,98288730.0,0.16291215,0.02877861,144.67999267578125
2024-04-24,TSLA,0.885456,-0.46472317,0.018345227,0.102550164,-9.62999,223.1194,-7.5158005,0.44971138,20.14281,3898552600.0,101688310.0,0.45471802,0.04009725,162.1300048828125
2024-04-25,TSLA,0.885456,-0.46472317,0.11387416,0.19802879,-4.4200134,222.62135,-5.928454,0.6405383,19.019945,4024980200.0,103919490.0,-0.30219176,0.041727237,170.17999267578125
2024-04-26,TSLA,0.885456,-0.46472317,0.048458144,0.16318774,-2.7600098,222.10284,-4.768015,0.60921955,18.102097,3915164400.0,105527540.0,-0.13139388,0.04151005,168.2899932861328
2024-04-29,TSLA,0.82298386,-0.56806475,-0.011168015,0.19687903,32.570007,221.6836,-1.749573,1.0900946,19.247818,4159034000.0,113642910.0,1.220718,0.053982977,194.0500030517578
2024-04-30,TSLA,0.82298386,-0.56806475,0.14242724,0.07697736,26.169998,221.1931,-0.22390434,0.8395949,20.120117,4032002300.0,114161976.0,-0.4790997,0.054351352,183.27999877929688
2024-05-01,TSLA,0.82298386,-0.56806475,-0.057100844,0.069522925,24.540009,220.64114,0.7115221,0.7585823,20.495651,3939172600.0,114655950.0,-0.26924047,0.054602087,179.99000549316406
