Date,Ticker,Actual_Close,Ensemble_Pred,Mean_Pred,TechnicalAgent_R3_Pred,MacroAgent_R3_Pred,SentimentalAgent_R3_Pred,TechnicalAgent_R0_Pred,MacroAgent_R0_Pred,SentimentalAgent_R0_Pred,TechnicalAgent_R1_Pred,MacroAgent_R1_Pred,SentimentalAgent_R1_Pred,TechnicalAgent_R2_Pred,MacroAgent_R2_Pred,SentimentalAgent_R2_Pred
2024-11-01,AAPL,221.66249084472656,223.25667531058508,239.90721821730418,222.19425541219772,275.68439630693575,221.84300293277906,221.96404671163714,275.56326306172497,221.83415951925238,222.04645912257544,275.65037456416553,221.82158969476856,222.12238484795057,275.43264223942805,221.8381576373533
