sample_id,time_step,date,target,returns,sentiment_mean,sentiment_vol,Close,Volume,Open,High,Low
0,0,2019-12-23 00:00:00,,0.0336053629419828,0.02171366839215949,0.01576141874944075,27.947999954223633,199794000.0,27.45199966430664,28.134000778198242,27.333332061767578
0,1,2019-12-24 00:00:00,,0.014383871042812801,0.017275152497088813,0.015093708855633148,28.350000381469727,120820500.0,27.890666961669922,28.364667892456055,27.512666702270508
0,2,2019-12-26 00:00:00,,0.013380370052541224,0.020456534679112275,0.011398268161182029,28.729333877563477,159508500.0,28.527332305908203,28.898666381835938,28.42333221435547
0,3,2019-12-27 00:00:00,,-0.0012995234173469594,0.008821572559335689,0.008779475575812318,28.691999435424805,149185500.0,29.0,29.020666122436523,28.407333374023438
0,4,2019-12-30 00:00:00,,-0.03643287242176041,-0.008117341928855382,0.0255969093523572,27.64666748046875,188796000.0,28.586000442504883,28.600000381469727,27.284000396728516
0,5,2019-12-31 00:00:00,,0.008753267375039453,-0.009659709488022639,0.02372480433609989,27.8886661529541,154285500.0,27.0,28.086000442504883,26.80533218383789
0,6,2020-01-02 00:00:00,,0.0285181750157113,0.00027952332299678123,0.03329433727378908,28.68400001525879,142981500.0,28.299999237060547,28.713333129882812,28.11400032043457
0,7,2020-01-03 00:00:00,,0.02963325829792085,0.022301566896223868,0.01174641083984209,29.534000396728516,266677500.0,29.366666793823242,30.266666412353516,29.128000259399414
0,8,2020-01-06 00:00:00,,0.01925463704513497,0.025802023452922374,0.005697548092050201,30.1026668548584,151995000.0,29.364667892456055,30.104000091552734,29.333332061767578
0,9,2020-01-07 00:00:00,,0.03880052465815398,0.0292294733337366,0.009779197940944243,31.270666122436523,268231500.0,30.760000228881836,31.441999435424805,30.224000930786133
0,10,2020-01-08 00:00:00,,0.04920482578812169,0.03575332916380355,0.015205837751361286,32.80933380126953,467164500.0,31.579999923706055,33.232666015625,31.215333938598633
0,11,2020-01-09 00:00:00,,-0.021945011900097344,0.022020112848726108,0.038428654883243936,32.089332580566406,426606000.0,33.13999938964844,33.253334045410156,31.524667739868164
0,12,2020-01-10 00:00:00,,-0.006627297633174267,0.006877505418283358,0.037448092472901366,31.876667022705078,194392500.0,32.11933135986328,32.3293342590332,31.579999923706055
