Date,Close,High,Low,Open,Volume,returns,sma_5,sma_20,rsi,volume_z,USD_KRW,NASDAQ,VIX,sentiment_mean,sentiment_vol
2022-12-22,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,0,0.0,10.0600004196167,10.011399984359741,96.03466057290566,-0.43528498035538876,1280.77001953125,10476.1201171875,21.969999313354492,0.0,0.0
2022-12-23,10.0600004196167,10.0600004196167,10.050000190734863,10.0600004196167,11700,0.0,10.0600004196167,10.01540002822876,96.03466057290566,-0.43397250953748695,1290.199951171875,10497.8603515625,20.8700008392334,0.0,0.0
2022-12-27,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,100,0.0,10.0600004196167,10.019200038909911,95.8717206031034,-0.43527376265609047,1275.1300048828125,10353.23046875,21.649999618530273,0.0,0.0
2022-12-28,10.100000381469727,10.100000381469727,10.069999694824219,10.069999694824219,19200,0.003976139183357041,10.068000411987304,10.025000047683715,97.33286477606367,-0.43313118209011403,1272.280029296875,10213.2900390625,22.139999389648438,0.0013253797277856805,0.0022956250278466065
2022-12-29,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,0.0,10.07600040435791,10.030500078201294,99.98727441750214,-0.43528498035538876,1274.3199462890625,10478.08984375,21.440000534057617,0.0013253797277856805,0.0022956250278466065
2022-12-30,10.119999885559082,10.180000305175781,10.119999885559082,10.180000305175781,20700,0.0019801488449493476,10.088000297546387,10.03700008392334,99.98923193834746,-0.4329629166006394,1260.260009765625,10466.48046875,21.670000076293945,0.0019854293427687963,0.001988074851231642
2023-01-03,10.130000114440918,10.140000343322754,10.119999885559082,10.119999885559082,15700,0.0009881649204468435,10.10200023651123,10.044000101089477,99.98923193834746,-0.4335238015655547,1270.0999755859375,10386.98046875,22.899999618530273,0.0009894379217987304,0.0009900750362663885
2023-01-04,10.140000343322754,10.140000343322754,10.130000114440918,10.130000114440918,7300,0.0009871894144977134,10.11800022125244,10.051500129699708,99.9885259721518,-0.43446608830661243,1279.0799560546875,10458.759765625,22.010000228881836,0.0013185010599646347,0.000573003997747264
2023-01-05,10.149999618530273,10.15999984741211,10.130000114440918,10.130000114440918,647500,0.000986121781948901,10.128000068664551,10.059350109100341,99.98939506170832,-0.36265037739885775,1271.0799560546875,10305.240234375,22.459999084472656,0.0009871587056311526,1.0219153616892466e-06
2023-01-06,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,500,0.0009852442618401014,10.139999961853027,10.067700099945068,99.99014183077378,-0.43522889185889724,1274.1800537109375,10569.2900390625,21.1299991607666,0.0009861851527622385,9.74123508848134e-07
