sample_id,time_step,target,Open,High,Low,Close,Volume,returns,sma_5,sma_20,rsi,volume_z,USD_KRW,NASDAQ,VIX,priceEarningsRatio,forwardPE,priceToBook
436,1,0.14689709,0.16080001,0.17228465,0.1821161,0.14846818,0.16363534,0.32499808,0.17438138,0.15653022,0.5094691,0.16363534,0.5310506,0.8258777,0.10847542,0.14846818,0.14846818,0.14846818
436,2,0.14689709,0.15679999,0.14981274,0.17977528,0.15789475,0.07126142,0.36649254,0.1756996,0.15999025,0.4046073,0.07126142,0.5404944,0.8570163,0.07091672,0.15789475,0.15789475,0.15789475
436,3,0.14689709,0.1632,0.15355806,0.18305244,0.15789475,0.080092326,0.31663275,0.17871267,0.16237818,0.5521183,0.080092326,0.50853753,0.8602972,0.06498641,0.15789475,0.15789475,0.15789475
436,4,0.14689709,0.1504,0.14606741,0.17883895,0.15239592,0.075172484,0.28865933,0.18097247,0.16335283,0.5638652,0.075172484,0.48798075,0.86003774,0.0733877,0.15239592,0.15239592,0.15239592
436,5,0.14689709,0.15359999,0.14441948,0.17883895,0.14846818,0.050679315,0.29619622,0.1813491,0.16432749,0.5521182,0.050679315,0.5313365,0.8508285,0.079812214,0.14846818,0.14846818,0.14846818
436,6,0.14689709,0.15439999,0.17228465,0.18398876,0.18067558,0.18091846,0.48698694,0.18907009,0.16788499,0.78338516,0.18091846,0.53186107,0.8515415,0.077341236,0.18067558,0.18067558,0.18067558
437,0,0.14925373,0.16080001,0.17228465,0.1821161,0.14846818,0.16363534,0.32499808,0.17438138,0.15653022,0.5094691,0.16363534,0.5310506,0.8258777,0.10847542,0.14846818,0.14846818,0.14846818
437,1,0.14925373,0.15679999,0.14981274,0.17977528,0.15789475,0.07126142,0.36649254,0.1756996,0.15999025,0.4046073,0.07126142,0.5404944,0.8570163,0.07091672,0.15789475,0.15789475,0.15789475
437,2,0.14925373,0.1632,0.15355806,0.18305244,0.15789475,0.080092326,0.31663275,0.17871267,0.16237818,0.5521183,0.080092326,0.50853753,0.8602972,0.06498641,0.15789475,0.15789475,0.15789475
437,3,0.14925373,0.1504,0.14606741,0.17883895,0.15239592,0.075172484,0.28865933,0.18097247,0.16335283,0.5638652,0.075172484,0.48798075,0.86003774,0.0733877,0.15239592,0.15239592,0.15239592
437,4,0.14925373,0.15359999,0.14441948,0.17883895,0.14846818,0.050679315,0.29619622,0.1813491,0.16432749,0.5521182,0.050679315,0.5313365,0.8508285,0.079812214,0.14846818,0.14846818,0.14846818
437,5,0.14925373,0.15439999,0.17228465,0.18398876,0.18067558,0.18091846,0.48698694,0.18907009,0.16788499,0.78338516,0.18091846,0.53186107,0.8515415,0.077341236,0.18067558,0.18067558,0.18067558
437,6,0.14925373,0.184,0.17940076,0.17509364,0.14689709,0.2197023,0.15932493,0.18643366,0.16793373,0.5605482,0.2197023,0.52675784,0.8184789,0.09167284,0.14689709,0.14689709,0.14689709
438,0,0.14689709,0.15679999,0.14981274,0.17977528,0.15789475,0.07126142,0.36649254,0.1756996,0.15999025,0.4046073,0.07126142,0.5404944,0.8570163,0.07091672,0.15789475,0.15789475,0.15789475
438,1,0.14689709,0.1632,0.15355806,0.18305244,0.15789475,0.080092326,0.31663275,0.17871267,0.16237818,0.5521183,0.080092326,0.50853753,0.8602972,0.06498641,0.15789475,0.15789475,0.15789475
438,2,0.14689709,0.1504,0.14606741,0.17883895,0.15239592,0.075172484,0.28865933,0.18097247,0.16335283,0.5638652,0.075172484,0.48798075,0.86003774,0.0733877,0.15239592,0.15239592,0.15239592
438,3,0.14689709,0.15359999,0.14441948,0.17883895,0.14846818,0.050679315,0.29619622,0.1813491,0.16432749,0.5521182,0.050679315,0.5313365,0.8508285,0.079812214,0.14846818,0.14846818,0.14846818
438,4,0.14689709,0.15439999,0.17228465,0.18398876,0.18067558,0.18091846,0.48698694,0.18907009,0.16788499,0.78338516,0.18091846,0.53186107,0.8515415,0.077341236,0.18067558,0.18067558,0.18067558
438,5,0.14689709,0.184,0.17940076,0.17509364,0.14689709,0.2197023,0.15932493,0.18643366,0.16793373,0.5605482,0.2197023,0.52675784,0.8184789,0.09167284,0.14689709,0.14689709,0.14689709
438,6,0.14689709,0.1528,0.14456928,0.16666666,0.14925373,0.13009064,0.32918078,0.18436217,0.16617934,0.5338202,0.13009064,0.54788697,0.8035565,0.094638,0.14925373,0.14925373,0.14925373
439,0,0.15161037,0.1632,0.15355806,0.18305244,0.15789475,0.080092326,0.31663275,0.17871267,0.16237818,0.5521183,0.080092326,0.50853753,0.8602972,0.06498641,0.15789475,0.15789475,0.15789475
439,1,0.15161037,0.1504,0.14606741,0.17883895,0.15239592,0.075172484,0.28865933,0.18097247,0.16335283,0.5638652,0.075172484,0.48798075,0.86003774,0.0733877,0.15239592,0.15239592,0.15239592
439,2,0.15161037,0.15359999,0.14441948,0.17883895,0.14846818,0.050679315,0.29619622,0.1813491,0.16432749,0.5521182,0.050679315,0.5313365,0.8508285,0.079812214,0.14846818,0.14846818,0.14846818
439,3,0.15161037,0.15439999,0.17228465,0.18398876,0.18067558,0.18091846,0.48698694,0.18907009,0.16788499,0.78338516,0.18091846,0.53186107,0.8515415,0.077341236,0.18067558,0.18067558,0.18067558
439,4,0.15161037,0.184,0.17940076,0.17509364,0.14689709,0.2197023,0.15932493,0.18643366,0.16793373,0.5605482,0.2197023,0.52675784,0.8184789,0.09167284,0.14689709,0.14689709,0.14689709
439,5,0.15161037,0.1528,0.14456928,0.16666666,0.14925373,0.13009064,0.32918078,0.18436217,0.16617934,0.5338202,0.13009064,0.54788697,0.8035565,0.094638,0.14925373,0.14925373,0.14925373
439,6,0.15161037,0.1496,0.14456928,0.17602997,0.14689709,0.054879963,0.30420893,0.18304396,0.1659844,0.52321464,0.054879963,0.57445407,0.79593736,0.117123805,0.14689709,0.14689709,0.14689709
