기준일,예측대상일,ticker,기준일종가,예측종가,실제종가,오차,오차율(%),방향일치
2024-12-31,2025-01-02,MSFT,419.1965637207031,419.2290000076405,416.2925109863281,2.9364890213123545,0.7053907874429176,0
2025-01-02,2025-01-03,MSFT,416.2925109863281,416.29920743972076,421.0364990234375,-4.73729158371674,-1.1251498610463775,1
2025-01-03,2025-01-06,MSFT,421.0364990234375,421.0671075168452,425.5118713378906,-4.444763821045399,-1.0445686995923784,1
2025-01-06,2025-01-07,MSFT,425.5118713378906,425.4956174664402,420.0617980957031,5.433819370737069,1.2935761822119032,1
2025-01-07,2025-01-08,MSFT,420.0617980957031,420.06920773594175,422.23980712890625,-2.1705993929645047,-0.5140679197738074,1
2025-01-08,2025-01-10,MSFT,422.2398681640625,422.2454396466915,416.6604919433594,5.584947703332148,1.3404073127459761,0
2025-01-10,2025-01-13,MSFT,416.6604919433594,416.75407880547556,414.9101257324219,1.843953073053683,0.4444222877903105,0
2025-01-13,2025-01-14,MSFT,414.9101257324219,414.94003689007826,413.3984375,1.541599390078261,0.3729088574695595,0
2025-01-14,2025-01-15,MSFT,413.3984375,413.39643238685915,423.9802551269531,-10.583822740093979,-2.4963008564926796,0
2025-01-15,2025-01-16,MSFT,423.9802551269531,423.93713203013135,422.25970458984375,1.6774274402876017,0.3972501808849954,1
2025-01-16,2025-01-17,MSFT,422.25970458984375,422.28897358607475,426.6854248046875,-4.396451218612754,-1.030372954648076,1
2025-01-17,2025-01-21,MSFT,426.6854248046875,426.73936404641114,426.1583251953125,0.58103885109864,0.1363434237339712,0
2025-01-21,2025-01-22,MSFT,426.1583251953125,426.1910858267691,443.7615966796875,-17.570510852918403,-3.959448267805159,1
2025-01-22,2025-01-23,MSFT,443.7615966796875,443.77135693013275,444.2687683105469,-0.49741138041412114,-0.11196181588583495,1
2025-01-23,2025-01-24,MSFT,444.2687683105469,444.31198490416426,441.63330078125,2.6786841229142624,0.6065403397288353,0
2025-01-24,2025-01-27,MSFT,441.63330078125,441.7298803635632,432.1851806640625,9.544699699500711,2.2084745443689346,0
2025-01-27,2025-01-28,MSFT,432.1851806640625,432.25433474158484,444.7561340332031,-12.501799291618283,-2.810933528504177,1
2025-01-28,2025-01-29,MSFT,444.7561340332031,444.732476562508,439.9126892089844,4.819787353523623,1.0956236252675904,1
2025-01-29,2025-01-30,MSFT,439.9127197265625,439.9131327050083,412.7221374511719,27.190995253836434,6.5882085758129065,0
2025-01-30,2025-01-31,MSFT,412.7221374511719,412.74500239236926,412.7917785644531,-0.04677617208386664,-0.011331662720255226,1
