Date,return_1d,hl_range,Volume,news_count_1d,news_count_7d,sentiment_mean_1d,sentiment_mean_7d,sentiment_vol_7d,Close
2025-01-06,-0.06249999310131449,0.12592591764068992,12465200,0.0,0.0,0.0,0.0,0.0,4.050000190734863
2025-01-07,-0.08148151767488088,0.12661289045928967,9218300,0.0,0.0,0.0,0.0,0.0,3.7200000286102295
2025-01-08,-0.2016129016752174,0.13131308509383777,12847500,0.0,0.0,0.0,0.0,0.0,2.9700000286102295
2025-01-10,0.08080808324067523,0.10591897511801349,5533600,0.0,0.0,0.0,0.0,0.0,3.2100000381469727
2025-01-13,-0.252336427773729,0.23541668115390615,9209500,0.0,0.0,0.0,0.0,0.0,2.4000000953674316
2025-01-14,-0.03750006208816914,0.1255411121370335,8211700,0.0,0.0,0.0,0.0,0.0,2.309999942779541
2025-01-15,0.043290106289275876,0.13692942404701575,6695800,0.0,0.0,0.0,0.0,0.0,2.4100000858306885
2025-01-16,0.24896260716345897,0.17275754850253724,18915200,1.0,1.0,0.03698295075446367,0.005283278679209096,0.013978241492237383,3.009999990463257
2025-01-17,-0.05647843084138393,0.08274644443591883,6932600,1.0,2.0,0.814639363437891,0.12166033059890781,0.30588570273304994,2.8399999141693115
2025-01-21,0.00704224701794165,0.0944055911993197,7874400,0.0,2.0,0.0,0.12166033059890781,0.30588570273304994,2.859999895095825
2025-01-22,0.10489517543314864,0.11455695529221704,23957400,1.0,3.0,0.6266262605786324,0.21117836782442673,0.3524890968282654,3.1600000858306885
2025-01-23,-0.03481016788817204,0.07213115804908561,5969500,0.0,2.0,0.0,0.20589508914521762,0.3557968167298186,3.049999952316284
2025-01-24,-0.05901641625289322,0.1533101305802826,7293300,0.0,1.0,0.0,0.0895180372255189,0.23684246435334555,2.869999885559082
2025-01-27,-0.08013929959098332,0.08333334085917202,5697800,0.0,1.0,0.0,0.0895180372255189,0.23684246435334555,2.640000104904175
2025-01-28,-0.030303090509739783,0.10351566829194878,4305200,0.0,1.0,0.0,0.0895180372255189,0.23684246435334555,2.559999942779541
2025-01-29,-0.03906246362021115,0.1300812716587769,4553000,0.0,0.0,0.0,0.0,0.0,2.4600000381469727
