Date,NVDA
2020-11-03,12.979878425598145
2020-11-04,13.752269744873047
2020-11-05,14.116905212402344
2020-11-06,14.517683982849121
2020-11-09,13.58926773071289
2020-11-10,12.7311372756958
2020-11-11,13.377163887023926
2020-11-12,13.415797233581543
2020-11-13,13.2565336227417
2020-11-16,13.474117279052734
2020-11-17,13.381402015686035
2020-11-18,13.3878812789917
2020-11-19,13.399345397949219
2020-11-20,13.047918319702148
2020-11-23,13.100010871887207
2020-11-24,12.918313980102539
2020-11-25,13.19447135925293
2020-11-27,13.220890045166016
2020-11-30,13.360713005065918
2020-12-01,13.349248886108398
2020-12-02,13.503279685974121
2020-12-03,13.359176635742188
2020-12-04,13.520979881286621
2020-12-07,13.569347381591797
2020-12-08,13.313304901123047
2020-12-09,12.8952054977417
2020-12-10,12.936591148376465
2020-12-11,12.9774808883667
2020-12-14,13.272167205810547
2020-12-15,13.323777198791504
2020-12-16,13.206099510192871
2020-12-17,13.304576873779297
2020-12-18,13.235520362854004
2020-12-21,13.295602798461914
2020-12-22,13.241747856140137
2020-12-23,12.973490715026855
2020-12-24,12.958032608032227
2020-12-28,12.864542007446289
2020-12-29,12.907670021057129
2020-12-30,13.109614372253418
2020-12-31,13.019116401672363
2021-01-04,13.077454566955566
2021-01-05,13.367904663085938
2021-01-06,12.579826354980469
2021-01-07,13.30732250213623
2021-01-08,13.240257263183594
2021-01-11,13.584057807922363
2021-01-12,13.447685241699219
2021-01-13,13.494552612304688
2021-01-14,13.163961410522461
2021-01-15,12.824151992797852
2021-01-19,12.989447593688965
2021-01-20,13.329010963439941
2021-01-21,13.829383850097656
2021-01-22,13.67480754852295
2021-01-25,13.615718841552734
2021-01-26,13.398317337036133
2021-01-27,12.882243156433105
2021-01-28,13.015125274658203
2021-01-29,12.9540433883667
2021-02-01,13.200613021850586
2021-02-02,13.519487380981445
2021-02-03,13.493307113647461
2021-02-04,13.626691818237305
2021-02-05,13.55363941192627
2021-02-08,14.399057388305664
2021-02-09,14.224044799804688
2021-02-10,14.723664283752441
2021-02-11,15.20882797241211
2021-02-12,14.920124053955078
2021-02-16,15.28810977935791
2021-02-17,14.865025520324707
2021-02-18,14.788238525390625
2021-02-19,14.885469436645508
2021-02-22,14.316289901733398
2021-02-23,14.103127479553223
2021-02-24,14.459145545959473
2021-02-25,13.270920753479004
2021-02-26,13.676803588867188
2021-03-01,13.803703308105469
2021-03-02,13.36939811706543
2021-03-03,12.769554138183594
2021-03-04,12.336246490478516
2021-03-05,12.42724609375
2021-03-08,11.561382293701172
2021-03-09,12.490144729614258
2021-03-10,12.43826961517334
2021-03-11,12.962255477905273
2021-03-12,12.825084686279297
2021-03-15,13.159529685974121
2021-03-16,13.25929069519043
2021-03-17,13.309168815612793
2021-03-18,12.691906929016113
2021-03-19,12.814863204956055
2021-03-22,13.15454387664795
2021-03-23,13.03931999206543
2021-03-24,12.612602233886719
2021-03-25,12.505106925964355
2021-03-26,12.808377265930176
2021-03-29,12.917115211486816
2021-03-30,12.840799331665039
2021-03-31,13.316152572631836
2021-04-01,13.778538703918457
2021-04-05,13.953865051269531
2021-04-06,13.828167915344238
2021-04-07,14.109490394592285
2021-04-08,14.282573699951172
2021-04-09,14.365373611450195
2021-04-12,15.172429084777832
2021-04-13,15.641796112060547
2021-04-14,15.240263938903809
2021-04-15,16.098447799682617
2021-04-16,15.874238014221191
2021-04-19,15.324810981750488
2021-04-20,15.134770393371582
2021-04-21,15.323564529418945
2021-04-22,14.814542770385742
2021-04-23,15.228541374206543
2021-04-26,15.440781593322754
2021-04-27,15.34476375579834
2021-04-28,15.240013122558594
2021-04-29,15.287900924682617
2021-04-30,14.973405838012695
2021-05-03,14.801072120666504
2021-05-04,14.316740989685059
2021-05-05,14.423734664916992
2021-05-06,14.488078117370605
2021-05-07,14.776633262634277
2021-05-10,14.231446266174316
2021-05-11,14.271849632263184
2021-05-12,13.725417137145996
2021-05-13,13.632390975952148
2021-05-14,14.20875072479248
2021-05-17,14.131438255310059
2021-05-18,13.982047080993652
2021-05-19,14.031929016113281
2021-05-20,14.577362060546875
2021-05-21,14.95570182800293
2021-05-24,15.57446002960205
2021-05-25,15.610123634338379
2021-05-26,15.662246704101562
2021-05-27,15.450757026672363
2021-05-28,16.2054386138916
2021-06-01,16.225391387939453
2021-06-02,16.737905502319336
2021-06-03,16.928943634033203
2021-06-04,17.535982131958008
2021-06-07,17.576631546020508
2021-06-08,17.415021896362305
2021-06-09,17.320480346679688
2021-06-10,17.387086868286133
2021-06-11,17.786462783813477
2021-06-14,17.979541778564453
2021-06-15,17.74979019165039
2021-06-16,17.77149200439453
2021-06-17,18.616647720336914
2021-06-18,18.59819221496582
2021-06-21,18.387149810791016
2021-06-22,18.84565544128418
2021-06-23,19.015783309936523
2021-06-24,19.16370964050293
2021-06-25,18.989587783813477
2021-06-28,19.941509246826172
2021-06-29,19.98317527770996
2021-06-30,19.958980560302734
2021-07-01,20.168018341064453
2021-07-02,20.442420959472656
2021-07-06,20.653465270996094
2021-07-07,20.327423095703125
2021-07-08,19.85944366455078
2021-07-09,20.006624221801758
2021-07-12,20.467870712280273
2021-07-13,20.20594024658203
2021-07-14,19.798324584960938
2021-07-15,18.924976348876953
2021-07-16,18.12148094177246
2021-07-19,18.738887786865234
2021-07-20,18.571504592895508
2021-07-21,19.367765426635742
2021-07-22,19.551362991333008
2021-07-23,19.515443801879883
2021-07-26,19.252017974853516
2021-07-27,19.16620445251465
2021-07-28,19.460561752319336
2021-07-29,19.619218826293945
2021-07-30,19.456573486328125
2021-08-02,19.70702362060547
2021-08-03,19.77188491821289
2021-08-04,20.229888916015625
2021-08-05,20.592092514038086
2021-08-06,20.321685791015625
2021-08-09,20.250843048095703
2021-08-10,19.89262580871582
2021-08-11,19.656137466430664
2021-08-12,19.86168670654297
2021-08-13,20.14406967163086
2021-08-16,19.90658950805664
2021-08-17,19.415660858154297
2021-08-18,18.998573303222656
2021-08-19,19.754920959472656
2021-08-20,20.77070426940918
2021-08-23,21.910219192504883
2021-08-24,21.745576858520508
2021-08-25,22.1646671295166
2021-08-26,22.01997947692871
2021-08-27,22.586748123168945
2021-08-30,22.638633728027344
2021-08-31,22.340234756469727
2021-09-01,22.3961181640625
2021-09-02,22.35120964050293
2021-09-03,22.79731559753418
2021-09-07,22.616674423217773
2021-09-08,22.29432487487793
2021-09-09,22.13264274597168
2021-09-10,22.43304443359375
2021-09-13,22.107696533203125
2021-09-14,22.1975154876709
2021-09-15,22.29631996154785
2021-09-16,22.1975154876709
2021-09-17,21.856201171875
2021-09-20,21.070775985717773
2021-09-21,21.203508377075195
2021-09-22,21.897117614746094
2021-09-23,22.437036514282227
2021-09-24,22.03683853149414
2021-09-27,21.616682052612305
2021-09-28,20.657604217529297
2021-09-29,20.475967407226562
2021-09-30,20.674570083618164
2021-10-01,20.700519561767578
2021-10-04,19.692535400390625
2021-10-05,20.410099029541016
2021-10-06,20.658599853515625
2021-10-07,21.03285026550293
2021-10-08,20.789337158203125
2021-10-11,20.653610229492188
2021-10-12,20.62965965270996
2021-10-13,20.897119522094727
2021-10-14,21.702512741088867
2021-10-15,21.81827735900879
2021-10-18,22.177555084228516
2021-10-19,22.245418548583984
2021-10-20,22.058794021606445
2021-10-21,22.64661407470703
2021-10-22,22.680545806884766
2021-10-25,23.119667053222656
2021-10-26,24.667566299438477
2021-10-27,24.402097702026367
2021-10-28,24.89112091064453
2021-10-29,25.515867233276367
2021-11-01,25.775344848632812
2021-11-02,26.348196029663086
2021-11-03,26.5448055267334
2021-11-04,29.74139976501465
2021-11-05,29.692501068115234
2021-11-08,30.742395401000977
2021-11-09,30.595687866210938
2021-11-10,29.40007781982422
2021-11-11,30.32921600341797
2021-11-12,30.32921600341797
2021-11-15,29.964950561523438
2021-11-16,30.14259147644043
2021-11-17,29.20248031616211
2021-11-18,31.61165428161621
2021-11-19,32.919029235839844
2021-11-22,31.892087936401367
2021-11-23,31.682514190673828
2021-11-24,32.6086540222168
2021-11-26,31.439992904663086
2021-11-29,33.30924987792969
2021-11-30,32.61064910888672
2021-12-01,31.37596893310547
2021-12-02,32.065677642822266
2021-12-03,30.63536834716797
2021-12-06,29.9805965423584
2021-12-07,32.366111755371094
2021-12-08,31.7662353515625
2021-12-09,30.43274688720703
2021-12-10,30.141294479370117
2021-12-13,28.108118057250977
2021-12-14,28.283790588378906
2021-12-15,30.401803970336914
2021-12-16,28.333694458007812
2021-12-17,27.748794555664062
2021-12-20,27.666946411132812
2021-12-21,29.020404815673828
2021-12-22,29.344791412353516
2021-12-23,29.584346771240234
2021-12-27,30.886890411376953
2021-12-28,30.265060424804688
2021-12-29,29.94466209411621
2021-12-30,29.530445098876953
2021-12-31,29.35576629638672
2022-01-03,30.064437866210938
2022-01-04,29.235000610351562
2022-01-05,27.552162170410156
2022-01-06,28.125091552734375
2022-01-07,27.19584083557129
2022-01-10,27.348548889160156
2022-01-11,27.7647647857666
2022-01-12,27.946422576904297
2022-01-13,26.52509880065918
2022-01-14,26.891408920288086
2022-01-18,25.854360580444336
2022-01-19,25.01993179321289
2022-01-20,24.104650497436523
2022-01-21,23.330110549926758
2022-01-24,23.328115463256836
2022-01-25,22.282079696655273
2022-01-26,22.72924041748047
2022-01-27,21.90279769897461
2022-01-28,22.7971134185791
2022-01-31,24.440021514892578
2022-02-01,24.591732025146484
2022-02-02,25.194599151611328
2022-02-03,23.903032302856445
2022-02-04,24.273334503173828
2022-02-07,24.681564331054688
2022-02-08,25.06084632873535
2022-02-09,26.654855728149414
2022-02-10,25.77550506591797
2022-02-11,23.904029846191406
2022-02-14,24.221433639526367
2022-02-15,26.445247650146484
2022-02-16,26.461214065551758
2022-02-17,24.460981369018555
2022-02-18,23.597606658935547
2022-02-22,23.3460750579834
2022-02-23,22.344959259033203
2022-02-24,23.703405380249023
2022-02-25,24.11163902282715
2022-02-28,24.339210510253906
2022-03-01,23.43291664123535
2022-03-02,24.178640365600586
2022-03-03,23.673498153686523
2022-03-04,22.89682960510254
2022-03-07,21.315536499023438
2022-03-08,21.477258682250977
2022-03-09,22.974699020385742
2022-03-10,22.619308471679688
2022-03-11,22.062259674072266
2022-03-14,21.29357147216797
2022-03-15,22.933767318725586
2022-03-16,24.45417022705078
2022-03-17,24.723709106445312
2022-03-18,26.407827377319336
2022-03-21,26.688344955444336
2022-03-22,26.47870445251465
2022-03-23,25.590225219726562
2022-03-24,28.1019287109375
2022-03-25,27.64470863342285
2022-03-28,28.170808792114258
2022-03-29,28.607065200805664
2022-03-30,27.64271354675293
2022-03-31,27.23940086364746
2022-04-01,26.666379928588867
2022-04-04,27.313278198242188
2022-04-05,25.88671875
2022-04-06,24.36531639099121
2022-04-07,24.16666030883789
2022-04-08,23.079517364501953
2022-04-11,21.87957000732422
2022-04-12,21.46727752685547
2022-04-13,22.165082931518555
2022-04-14,21.221696853637695
2022-04-18,21.745800018310547
2022-04-19,22.16008758544922
2022-04-20,21.445316314697266
2022-04-21,20.148536682128906
2022-04-22,19.481674194335938
2022-04-25,19.868011474609375
2022-04-26,18.755916595458984
2022-04-27,18.38355255126953
2022-04-28,19.748218536376953
2022-04-29,18.515323638916016
2022-05-02,19.499645233154297
2022-05-03,19.568527221679688
2022-05-04,20.299274444580078
2022-05-05,18.81182289123535
2022-05-06,18.643108367919922
2022-05-09,16.921049118041992
2022-05-10,17.564952850341797
2022-05-11,16.601598739624023
2022-05-12,16.147369384765625
2022-05-13,17.675765991210938
2022-05-16,17.234516143798828
2022-05-17,18.14595603942871
2022-05-18,16.909076690673828
2022-05-19,17.094758987426758
2022-05-20,16.665491104125977
2022-05-23,16.869144439697266
2022-05-24,16.12640953063965
2022-05-25,16.94601058959961
2022-05-26,17.820510864257812
2022-05-27,18.778879165649414
2022-05-31,18.640113830566406
2022-06-01,18.288713455200195
2022-06-02,19.55853843688965
2022-06-03,18.688030242919922
2022-06-06,18.753915786743164
2022-06-07,18.893678665161133
2022-06-08,18.620088577270508
2022-06-09,18.02098846435547
2022-06-10,16.948593139648438
2022-06-13,15.623581886291504
2022-06-14,15.812300682067871
2022-06-15,16.50226593017578
2022-06-16,15.57765007019043
2022-06-17,15.856231689453125
2022-06-21,16.541208267211914
2022-06-22,16.33551597595215
2022-06-23,16.20071792602539
2022-06-24,17.100370407104492
2022-06-27,16.843753814697266
2022-06-28,15.958080291748047
2022-06-29,15.518736839294434
2022-06-30,15.136312484741211
2022-07-01,14.501261711120605
2022-07-05,14.94160270690918
2022-07-06,15.107356071472168
2022-07-07,15.834263801574707
2022-07-08,15.814295768737793
2022-07-11,15.129322052001953
2022-07-12,15.059426307678223
2022-07-13,15.141305923461914
2022-07-14,15.348992347717285
2022-07-15,15.738407135009766
2022-07-18,16.076900482177734
2022-07-19,16.966571807861328
2022-07-20,17.780345916748047
2022-07-21,18.022987365722656
2022-07-22,17.29307746887207
2022-07-25,16.998519897460938
2022-07-26,16.508256912231445
2022-07-27,17.763378143310547
2022-07-28,17.95708465576172
2022-07-29,18.13581657409668
2022-08-01,18.413400650024414
2022-08-02,18.498271942138672
2022-08-03,18.864723205566406
2022-08-04,19.18624496459961
2022-08-05,18.960580825805664
2022-08-08,17.766368865966797
2022-08-09,17.060422897338867
2022-08-10,18.069917678833008
2022-08-11,17.915145874023438
2022-08-12,18.680994033813477
2022-08-15,19.00351333618164
2022-08-16,18.850746154785156
2022-08-17,18.307554244995117
2022-08-18,18.74490737915039
2022-08-19,17.82228660583496
2022-08-22,17.008506774902344
2022-08-23,17.15528678894043
2022-08-24,17.196224212646484
2022-08-25,17.88619041442871
2022-08-26,16.23566246032715
2022-08-29,15.777350425720215
2022-08-30,15.444849967956543
2022-08-31,15.07140827178955
2022-09-01,13.916141510009766
2022-09-02,13.626575469970703
2022-09-06,13.444846153259277
2022-09-07,13.697543144226074
2022-09-08,13.973211288452148
2022-09-09,14.369736671447754
2022-09-12,14.487593650817871
2022-09-13,13.115242004394531
2022-09-14,13.112247467041016
2022-09-15,12.913484573364258
2022-09-16,13.182162284851074
2022-09-19,13.365941047668457
2022-09-20,13.160189628601074
2022-09-21,13.245087623596191
2022-09-22,12.545927047729492
2022-09-23,12.500980377197266
2022-09-26,12.213325500488281
2022-09-27,12.398103713989258
2022-09-28,12.720717430114746
2022-09-29,12.205337524414062
2022-09-30,12.124434471130371
2022-10-03,12.496988296508789
2022-10-04,13.151200294494629
2022-10-05,13.193150520324707
2022-10-06,13.11424446105957
2022-10-07,12.061509132385254
2022-10-10,11.655998229980469
2022-10-11,11.572098731994629
2022-10-12,11.486200332641602
2022-10-13,11.945647239685059
2022-10-14,11.213528633117676
2022-10-17,11.873735427856445
2022-10-18,11.95263957977295
2022-10-19,12.036539077758789
2022-10-20,12.179368019104004
2022-10-21,12.451041221618652
2022-10-24,12.583881378173828
2022-10-25,13.245087623596191
2022-10-26,12.880524635314941
2022-10-27,13.160189628601074
2022-10-28,13.817399978637695
2022-10-31,13.480806350708008
2022-11-01,13.526748657226562
2022-11-02,13.20313835144043
2022-11-03,13.404892921447754
2022-11-04,14.139012336730957
2022-11-07,14.28383731842041
2022-11-08,14.58447551727295
2022-11-09,13.759469985961914
2022-11-10,15.731099128723145
2022-11-11,16.307409286499023
2022-11-14,16.275449752807617
2022-11-15,16.64600372314453
2022-11-16,15.890907287597656
2022-11-17,15.658187866210938
2022-11-18,15.390511512756348
2022-11-21,15.298620223999023
2022-11-22,16.018754959106445
2022-11-23,16.499177932739258
2022-11-25,16.25047492980957
2022-11-28,15.808008193969727
2022-11-29,15.620232582092285
2022-11-30,16.907012939453125
2022-12-01,17.118816375732422
2022-12-02,16.860061645507812
2022-12-05,16.594310760498047
2022-12-06,15.971900939941406
2022-12-07,16.104774475097656
2022-12-08,17.152786254882812
2022-12-09,16.984943389892578
2022-12-12,17.5184383392334
2022-12-13,18.054933547973633
2022-12-14,17.657312393188477
2022-12-15,16.93598747253418
2022-12-16,16.55535125732422
2022-12-19,16.238645553588867
2022-12-20,16.069808959960938
2022-12-21,16.48541259765625
2022-12-22,15.324514389038086
2022-12-23,15.191638946533203
2022-12-27,14.107665061950684
2022-12-28,14.022745132446289
2022-12-29,14.589207649230957
2022-12-30,14.600196838378906
2023-01-03,14.301480293273926
2023-01-04,14.73507022857666
2023-01-05,14.251526832580566
2023-01-06,14.844964981079102
2023-01-09,15.613239288330078
2023-01-10,15.893974304199219
2023-01-11,15.98588752746582
2023-01-12,16.495405197143555
2023-01-13,16.88304328918457
2023-01-17,17.685283660888672
2023-01-18,17.360593795776367
2023-01-19,16.749168395996094
2023-01-20,17.822153091430664
2023-01-23,19.17487144470215
2023-01-24,19.246803283691406
2023-01-25,19.304752349853516
2023-01-26,19.783294677734375
2023-01-27,20.345766067504883
2023-01-30,19.143903732299805
2023-01-31,19.518550872802734
2023-02-01,20.923219680786133
2023-02-02,21.688495635986328
2023-02-03,21.08007049560547
2023-02-06,21.0690860748291
2023-02-07,22.152061462402344
2023-02-08,22.18402671813965
2023-02-09,22.31590461730957
2023-02-10,21.244915008544922
2023-02-13,21.767419815063477
2023-02-14,22.949302673339844
2023-02-15,22.74249839782715
2023-02-16,21.98122215270996
2023-02-17,21.367801666259766
2023-02-21,20.6354923248291
2023-02-22,20.734399795532227
2023-02-23,23.64164924621582
2023-02-24,23.264005661010742
2023-02-27,23.47880744934082
2023-02-28,23.194072723388672
2023-03-01,22.67656135559082
2023-03-02,23.29197883605957
2023-03-03,23.86743927001953
2023-03-06,23.531755447387695
2023-03-07,23.269954681396484
2023-03-08,24.16226577758789
2023-03-09,23.417842864990234
2023-03-10,22.94720458984375
2023-03-13,22.948204040527344
2023-03-14,24.044355392456055
2023-03-15,24.209230422973633
2023-03-16,25.521209716796875
2023-03-17,25.705068588256836
2023-03-20,25.879934310913086
2023-03-21,26.178701400756836
2023-03-22,26.447494506835938
2023-03-23,27.169931411743164
2023-03-24,26.75825309753418
2023-03-27,26.510446548461914
2023-03-28,26.389541625976562
2023-03-29,26.963096618652344
2023-03-30,27.36178207397461
2023-03-31,27.75547981262207
2023-04-03,27.943330764770508
2023-04-04,27.43172836303711
2023-04-05,26.86017608642578
2023-04-06,27.01605224609375
2023-04-10,27.55763053894043
2023-04-11,27.147951126098633
2023-04-12,26.474472045898438
2023-04-13,26.44249725341797
2023-04-14,26.737266540527344
2023-04-17,26.9810791015625
2023-04-18,27.645565032958984
2023-04-19,27.909358978271484
2023-04-20,27.08300018310547
2023-04-21,27.09798812866211
2023-04-24,27.02105140686035
2023-04-25,26.220672607421875
2023-04-26,26.93511390686035
2023-04-27,27.20490837097168
2023-04-28,27.727502822875977
2023-05-01,28.887601852416992
2023-05-02,28.188140869140625
2023-05-03,27.78045654296875
2023-05-04,27.540645599365234
2023-05-05,28.65778160095215
2023-05-08,29.128414154052734
2023-05-09,28.548864364624023
2023-05-10,28.862621307373047
2023-05-11,28.555856704711914
2023-05-12,28.31804084777832
2023-05-15,28.930566787719727
2023-05-16,29.190364837646484
2023-05-17,30.154617309570312
2023-05-18,31.653457641601562
2023-05-19,31.239778518676758
2023-05-22,31.151844024658203
2023-05-23,30.664220809936523
2023-05-24,30.514339447021484
2023-05-25,37.9505729675293
2023-05-26,38.91582489013672
2023-05-30,40.07992172241211
2023-05-31,37.804683685302734
2023-06-01,39.73918914794922
2023-06-02,39.29652786254883
2023-06-05,39.14065170288086
2023-06-06,38.624053955078125
2023-06-07,37.44983673095703
2023-06-08,38.48414611816406
2023-06-09,38.74396896362305
2023-06-12,39.45549392700195
2023-06-13,40.99445724487305
2023-06-14,42.96813201904297
2023-06-15,42.624366760253906
2023-06-16,42.663333892822266
2023-06-20,43.778587341308594
2023-06-21,43.0161018371582
2023-06-22,42.996116638183594
2023-06-23,42.1806640625
2023-06-26,40.60471725463867
2023-06-27,41.84788131713867
2023-06-28,41.08939743041992
2023-06-29,40.794593811035156
2023-06-30,42.273597717285156
2023-07-03,42.384521484375
2023-07-05,42.28858947753906
2023-07-06,42.07473373413086
2023-07-07,42.47446060180664
2023-07-10,42.15168380737305
2023-07-11,42.376522064208984
2023-07-12,43.87252426147461
2023-07-13,45.94613265991211
2023-07-14,45.438472747802734
2023-07-17,46.4298095703125
2023-07-18,47.46211624145508
2023-07-19,47.04539108276367
2023-07-20,45.489437103271484
2023-07-21,44.27924728393555
2023-07-24,44.58205032348633
2023-07-25,45.64833068847656
2023-07-26,45.42148208618164
2023-07-27,45.86919021606445
2023-07-28,46.71861267089844
2023-07-31,46.6976318359375
2023-08-01,46.47578048706055
2023-08-02,44.239280700683594
2023-08-03,44.48511505126953
2023-08-04,44.650001525878906
2023-08-07,45.38650894165039
2023-08-08,44.63401794433594
2023-08-09,42.52543640136719
2023-08-10,42.35955047607422
2023-08-11,40.82756805419922
2023-08-14,43.72362518310547
2023-08-15,43.910499572753906
2023-08-16,43.45680236816406
2023-08-17,43.31489944458008
2023-08-18,43.26993179321289
2023-08-21,46.93546676635742
2023-08-22,45.63734436035156
2023-08-23,47.084373474121094
2023-08-24,47.13134002685547
2023-08-25,45.987098693847656
2023-08-28,46.80355453491211
2023-08-29,48.75124740600586
2023-08-30,49.23092269897461
2023-08-31,49.32186508178711
2023-09-01,48.47643280029297
2023-09-05,48.515411376953125
2023-09-06,47.03327941894531
2023-09-07,46.21376037597656
2023-09-08,45.54515838623047
2023-09-11,45.15138626098633
2023-09-12,44.84356689453125
2023-09-13,45.45820999145508
