기준일,예측대상일,ticker,기준일종가,예측종가,실제종가,오차,오차율(%),방향일치
2024-12-31,2025-01-02,MSFT,419.1965637207031,417.2634724606867,416.2925109863281,0.970961474358603,0.23324019739343602,1
2025-01-02,2025-01-03,MSFT,416.2925109863281,414.35229507507904,421.0364685058594,-6.6841734307803335,-1.5875521316480243,0
2025-01-03,2025-01-06,MSFT,421.0364685058594,419.1151804384493,425.5118713378906,-6.396690899441353,-1.50329317001872,0
2025-01-06,2025-01-07,MSFT,425.5118713378906,423.62391173879445,420.0617980957031,3.5621136430913225,0.847997523040589,1
2025-01-07,2025-01-08,MSFT,420.0617980957031,418.15682020742275,422.23980712890625,-4.082986921483496,-0.9669829448924967,0
2025-01-08,2025-01-10,MSFT,422.2398376464844,420.330258075635,416.6605224609375,3.6697356146975153,0.8807495351426191,1
2025-01-10,2025-01-13,MSFT,416.6604919433594,414.77586760579305,414.9101257324219,-0.13425812662882208,-0.032358363486989464,1
2025-01-13,2025-01-14,MSFT,414.9101257324219,413.05502245865245,413.3984375,-0.34341504134755496,-0.08307119964563363,1
2025-01-14,2025-01-15,MSFT,413.3984375,411.60664509965443,423.9802551269531,-12.373610027298696,-2.918440157925195,0
2025-01-15,2025-01-16,MSFT,423.9802551269531,422.2383273100183,422.25970458984375,-0.021377279825458118,-0.0050625905321045606,1
2025-01-16,2025-01-17,MSFT,422.25970458984375,420.49106027152175,426.6853942871094,-6.1943340155876285,-1.451733314175635,0
2025-01-17,2025-01-21,MSFT,426.6854248046875,424.85889395917775,426.1583251953125,-1.299431236134751,-0.3049174823791625,1
2025-01-21,2025-01-22,MSFT,426.1583251953125,424.2664251523923,443.7616271972656,-19.495202044873338,-4.3931698574304905,0
2025-01-22,2025-01-23,MSFT,443.7616271972656,441.85367714514985,444.2687683105469,-2.4150911653970297,-0.5436103857989101,0
2025-01-23,2025-01-24,MSFT,444.2687683105469,442.31240057286664,441.6332702636719,0.6791303091947611,0.1537769807943352,1
2025-01-24,2025-01-27,MSFT,441.63330078125,439.6458971131686,432.1851806640625,7.460716449106087,1.7262777121701685,1
2025-01-27,2025-01-28,MSFT,432.1851806640625,430.17834707895327,444.7561340332031,-14.57778695424986,-3.2777034061460655,0
2025-01-28,2025-01-29,MSFT,444.7561340332031,442.76410504070657,439.9127197265625,2.8513853141440677,0.6481706907489307,1
2025-01-29,2025-01-30,MSFT,439.9126892089844,437.9179388724506,412.7221374511719,25.195801421278702,6.104785553030713,1
2025-01-30,2025-01-31,MSFT,412.7221374511719,410.735476113726,412.7917785644531,-2.0563024507271166,-0.4981452047999174,0
