기준일,예측대상일,ticker,기준일종가,예측종가,실제종가,오차,오차율(%),방향일치
2024-12-31,2025-01-02,NVDA,134.26075744628906,134.90930568409073,138.27987670898438,-3.37057102489365,-2.4374992986052146,1
2025-01-02,2025-01-03,NVDA,138.27987670898438,138.9528515666563,144.43853759765625,-5.485686030999943,-3.797937948029292,1
2025-01-03,2025-01-06,NVDA,144.43853759765625,145.1612402396512,149.39744567871094,-4.236205439059745,-2.8355273544435184,1
2025-01-06,2025-01-07,NVDA,149.39744567871094,150.1544648657463,140.10946655273438,10.044998313011916,7.169393018302002,0
2025-01-07,2025-01-08,NVDA,140.10946655273438,140.80511775516047,140.07948303222656,0.7256347229339042,0.5180164198399885,0
2025-01-08,2025-01-10,NVDA,140.07948303222656,140.78407294109658,135.8804168701172,4.903656070979395,3.6088026397995296,0
2025-01-10,2025-01-13,NVDA,135.8804168701172,136.55484728610995,133.20098876953125,3.353858516578697,2.517893108422531,0
2025-01-13,2025-01-14,NVDA,133.20098876953125,133.87547227863578,131.73129272460938,2.144179554026408,1.6276918791869135,0
2025-01-14,2025-01-15,NVDA,131.73129272460938,132.42606359484012,136.21034240722656,-3.7842788123864466,-2.77826099362751,1
2025-01-15,2025-01-16,NVDA,136.21034240722656,136.97835465108332,133.54090881347656,3.4374458376067594,2.574077013664791,0
2025-01-16,2025-01-17,NVDA,133.54090881347656,134.29009906258807,137.6800079345703,-3.389908871982243,-2.4621649307234423,1
2025-01-17,2025-01-21,NVDA,137.6800079345703,138.45505548133696,140.79933166503906,-2.3442761837021067,-1.664976783610826,1
2025-01-21,2025-01-22,NVDA,140.79933166503906,141.60359548062857,147.03799438476562,-5.434398904137055,-3.6959147374633288,1
2025-01-22,2025-01-23,NVDA,147.03799438476562,147.9125998549847,147.1879425048828,0.7246573501018929,0.4923347237344887,1
2025-01-23,2025-01-24,NVDA,147.1879425048828,148.06235383481365,142.58892822265625,5.473425612157399,3.838604918616476,0
2025-01-24,2025-01-27,NVDA,142.58892822265625,143.4035228895573,118.39421081542969,25.00931207412762,21.123762641668193,0
2025-01-27,2025-01-28,NVDA,118.39421081542969,118.94302169132175,128.9619140625,-10.018892371178254,-7.7688769153369615,1
2025-01-28,2025-01-29,NVDA,128.9619140625,129.53178130439244,123.67305755615234,5.858723748240095,4.737267650700726,0
2025-01-29,2025-01-30,NVDA,123.67305755615234,124.15905207254117,124.62285614013672,-0.4638040675955466,-0.37216613545913696,1
2025-01-30,2025-01-31,NVDA,124.62286376953125,125.09720959605869,120.04385375976562,5.053355836293065,4.209591476799762,0
